auid,formula,NE,NA,BGAP,EPA,ASPIN,ENPA,VPA,D,BM,SM,YM,ANI,PR,PUGR,IPUGR,DT_AGL,vs,vl,vm,DT_A_AGL,gruneisen,Cv_300,Cp_300,TEX_300,TC_300,VIB_EN_300,VIB_FE_300
aflow:868f500a39cc59bb,Hf4O14Y4,3,22,3.3362,-9.69513,0,-9.69513,13.2511,7.36826,169.083,95.3711,240.833,0.0219539,0.262609,0.564048,1.77289876,521.062,3597.71,5495.59,3942.02,185.936,1.98906,57.1132,58.1318,0.0000298,6.43897,0.221705,22.2253
aflow:8695dbc1dce08b16,Ag1Zn1,2,2,0,-0.456406,0,-0.456406,15.8696,9.06404,79.8833,18.4212,51.3188,6.2985,0.39293,0.230601,4.336494638,179.097,1425.6,2177.64,1562.03,142.072,2.68202,5.90623,6.48983,0.000117047,1.06593,0.4957,-69.9338
aflow:869d064477a9d8a9,N8Re4,2,12,0,-8.11111,0.340553,-8.11111,10.4519,11.3444,267.277,95.4035,255.778,0.215575,0.340504,0.356946,2.801544211,445.98,2899.96,4429.76,3177.49,194.808,2.21075,32.3563,33.0018,0.0000298,5.39565,0.257334,8.61167
aflow:869f71db2aa88a0b,La10Si6,2,16,0,-5.57365,0,-5.57365,28.6352,5.64515,53.2085,26.9489,69.1692,0.215016,0.283339,0.506478,1.974419422,246,2184.91,3337.5,2394.01,97.6252,1.76002,46.4696,47.5854,0.0000448,2.34161,0.404084,-41.159
aflow:86f1f463f2829e0e,Ge3Pd6,2,9,0,-3.84368,0,-3.84368,15.3075,10.3196,155.238,38.0075,105.419,2.14418,0.38682,0.244833,4.084416725,251.11,1919.12,2931.51,2102.79,120.668,2.56351,26.1185,27.1263,0.0000493,1.28032,0.401048,-40.1868
aflow:86f370f8043ae5a1,C6Mo6,2,12,0,-8.43183,0,-8.43183,10.5937,8.46051,318.455,136.809,359.016,0.104418,0.312105,0.429603,2.327730486,607.993,4021.23,6142.53,4406.08,265.568,2.04378,29.5863,29.9614,0.0000207,12.3094,0.187178,36.5584
aflow:87074fb2cae564ce,Dy1Pd3,2,4,0,-4.07212,0,-4.07212,17.1854,11.636,133.561,59.1834,154.7,0.211058,0.306955,0.443118,2.256735226,274.961,2255.26,3444.97,2471.1,173.239,2.34529,11.5271,11.9098,0.0000467,4.62863,0.376955,-32.4159
aflow:870b2f189ea048d2,C1W1,2,2,0,-9.52953,0,-9.52953,10.6871,15.2163,357.694,177.914,457.835,0.191454,0.286673,0.497392,2.010486699,509.047,3419.41,5223.24,3746.66,403.994,2.01092,5.22421,5.28605,0.0000196,44.9704,0.226742,20.239
aflow:87209d76272a72e0,Ir4S8,2,12,0,-5.11148,0,-5.11148,15.7105,9.03139,163.275,89.6017,227.238,0.00428123,0.268043,0.548776,1.822237124,408.101,3149.78,4811.37,3451.23,178.21,2.31104,32.939,33.7727,0.0000363,5.1415,0.279253,0.657318
aflow:87269b6c250e4715,As2Ba1Pd2,3,5,0,-4.08484,0,-4.08484,21.4723,7.73298,76.328,35.9495,93.2142,0.325859,0.296461,0.470987,2.123200853,259.947,2156.12,3293.53,2362.47,152.049,2.36305,14.4803,15.1111,0.0000604,2.96232,0.393434,-37.7424
aflow:872d5be6bd5ef7c7,Pr1Te1,2,2,0,-5.31361,1.50093,-5.31361,31.5506,7.06592,42.4111,22.5871,57.5455,0.897156,0.273858,0.532575,1.877669812,185.02,1787.91,2731.08,1959.02,146.835,2.15899,5.89455,6.17935,0.0000731,3.63328,0.480577,-65.2434
aflow:87516c6653025aff,Au6Sb8Tb6,3,20,0.4553,-4.21792,0,-4.21792,24.5158,10.5303,79.4444,38.5968,99.6523,0.0259358,0.290939,0.485834,2.058316215,218.048,1914.5,2924.44,2097.72,80.3119,2.25247,58.5076,60.4834,0.0000493,1.24604,0.435935,-51.2732
aflow:8756b3a8c076e44d,N2Ti4,2,6,0,-7.21036,0,-7.21036,13.2966,4.57106,174.394,96.4544,244.32,0.253995,0.266506,0.553081,1.808053432,661.148,4593.59,7016.83,5033.21,363.762,1.94794,14.3023,14.5195,0.0000259,20.4284,0.169822,44.3621
aflow:875f5132e17d4bf6,Cu2O4Y2,3,8,2.7617,-7.05577,0,-7.05577,15.7166,4.87204,116.761,35.8211,97.4933,2.95178,0.360836,0.30679,3.259558656,357.993,2711.53,4141.93,2971.03,179,2.05372,22.4151,23.049,0.0000455,3.18158,0.311215,-10.5191
aflow:876164b3086cb2f5,Ga2In2Te4,3,8,0,-3.12725,0,-3.12725,30.8826,5.91138,21.603,14.1069,34.7555,0.266282,0.231862,0.653008,1.531374807,208.93,1544.8,2359.72,1692.64,104.5,2.2087,23.4683,24.8937,0.0000893,1.6112,0.450811,-55.9517
aflow:8770bb3458c07b85,C1Mn3Zn1,3,5,0,-5.92187,2.36865,-5.92187,14.8112,5.43091,66.1556,45.7223,111.484,0.0133574,0.219138,0.691134,1.446897418,387.763,2901.54,4432.17,3179.22,226.904,2.4941,13.8864,14.958,0.000102083,3.73525,0.296386,-5.38832
aflow:877b232d6378c18e,C1Mo1,2,2,0,-8.68432,0,-8.68432,10.5893,8.46408,340.778,234.593,572.425,0.15747,0.22004,0.688405,1.452633261,775.989,5264.62,8041.84,5768.46,615.912,2.02167,4.38844,4.43464,0.0000174,86.7079,0.137638,60.3845
aflow:877eb327e670859d,Ag2Al2Se4,3,8,1.5646,-3.47198,0,-3.47198,25.5295,4.76072,49.6298,17.6489,47.3356,0.799465,0.341038,0.35561,2.812069402,220.986,1925.41,2941.1,2109.67,110.5,2.12951,23.399,24.4858,0.0000713,1.29014,0.435057,-50.9961
aflow:87aae3236e2dc972,Ho1Pd3,2,4,0,-4.07448,0,-4.07448,17.0924,11.7584,131.517,59.6179,155.376,0.230303,0.303097,0.453311,2.20599103,278.896,2251.72,3439.56,2467.21,175.759,2.35789,11.514,11.8987,0.0000467,4.79181,0.373469,-31.2822
aflow:87f4693a67bbf8d2,Er4Ge6Ir7,3,17,0,-6.06987,0,-6.06987,17.0446,14.0411,164.556,99.6307,248.7,0.0254198,0.248109,0.605453,1.651655868,346.072,2663.77,4068.97,2918.7,134.563,2.22176,47.8157,48.7969,0.0000306,4.68856,0.318325,-12.9495
aflow:880937360be96454,Ce4Rh12Si1,3,17,0,-4.7291,0.298862,-4.7291,16.898,10.5403,166.972,49.1694,134.323,0.00282705,0.365923,0.294477,3.395850949,275.027,2159.83,3299.2,2366.54,106.951,2.17905,48.961,50.0164,0.0000328,1.82451,0.375121,-31.8198
aflow:880c8fef7f3b232b,Ru1Si1,2,2,0,-6.28566,0,-6.28566,12.5282,8.5594,252.394,104.211,274.811,1.34512,0.318531,0.41289,2.421952578,494.001,3489.27,5329.95,3823.21,392.088,2.18366,5.26628,5.35611,0.0000259,23.9342,0.233683,17.5381
aflow:880d42da8606b9a6,Dy2Hg6,2,8,0,-1.72184,0,-1.72184,23.8694,13.2921,63.3825,18.9735,51.7562,0.279834,0.363905,0.29935,3.340571238,135.061,1194.75,1825.01,1309.09,67.5,2.65024,23.783,25.5504,0.0000895,0.468047,0.566274,-91.6229
aflow:8819319603e6b49d,O8Pa4,2,12,0,-10.0421,0,-10.0421,13.5493,10.7456,203.8,101.716,261.624,0.29697,0.286045,0.499099,2.003610506,422.059,3076.66,4699.68,3371.11,292.598,2.05793,8.17895,8.32703,0.0000292,18.0263,0.270386,3.84273
aflow:884cbe648954f00a,F6Sn2,2,8,2.2442,-4.66691,0,-4.66691,21.8031,3.34507,49.8444,18.147,48.5492,7.84831,0.337664,0.364073,2.746701898,313.05,2329.16,3557.85,2552.07,156.5,2.21393,22.7998,23.8584,0.0000684,1.91754,0.346561,-22.4391
aflow:884e7137b28e7dbf,Mo1Si2,2,3,0,-6.77448,0,-6.77448,13.6837,6.15297,201.565,176.801,410.407,0.0826724,0.160649,0.877141,1.14006756,720.083,5360.43,8188.19,5873.44,499.22,2.10387,6.86304,6.97058,0.0000248,49.6447,0.15235,52.7659
aflow:885488e7060e2e77,Co4Si6Zr6,3,16,0,-6.8747,0.383276,-6.8747,16.3293,6.04784,131.641,86.8755,213.632,0.2963,0.229527,0.659943,1.51528238,482.061,3790.08,5789.44,4152.8,191.282,1.56448,42.3888,42.9492,0.000028,11.5526,0.239303,15.3799
aflow:88666ec16c8d9c9a,B24Ru4Y8,3,36,0,-7.21549,0,-7.21549,10.769,5.8893,199.972,181.639,418.274,0.044268,0.151389,0.908322,1.100931168,808.988,5553.58,8483.23,6085.07,245.008,1.86416,77.0139,78.129,0.0000259,12.1372,0.129836,64.6728
aflow:8876c29a6996c56a,Cl4La4Te4,3,12,0.8889,-5.15456,0,-5.15456,29.2576,5.71265,54.7233,25.9872,67.3073,0.250455,0.295007,0.474884,2.105777411,227.943,2132.86,3257.99,2336.98,99.5882,2.05445,35.0214,36.227,0.0000551,1.67783,0.424531,-47.6681
aflow:88c83a8148c7f64e,Bi1Sc1,2,2,0,-5.26919,0,-5.26919,28.3685,7.43205,57.3778,30.2689,77.2267,1.16888,0.275678,0.527536,1.895605229,216.033,2018.11,3082.71,2211.24,171.439,1.97055,5.85374,6.04024,0.000053,6.46014,0.438523,-52.0888
aflow:88c9119ec9572f57,Hf2O8Si2,3,12,5.2995,-9.05986,0,-9.05986,10.9854,6.81658,217.407,107.243,276.298,0.906565,0.288187,0.493283,2.02723386,603.116,3966.44,6058.84,4346.04,263.385,1.9727,29.6857,30.1628,0.0000271,10.9772,0.189089,35.7267
aflow:88ca7d55b9ec2013,Au2Dy2Sn2,3,6,0,-3.86332,0,-3.86332,24.0335,11.0124,75.2493,33.5142,87.5457,0.427993,0.306099,0.445375,2.245298905,205.091,1744.51,2664.78,1911.46,112.816,2.35863,17.6056,18.293,0.0000542,2.13215,0.452221,-56.394
aflow:88cfe4443a7b7109,Ge6Os7Sc4,3,17,0,-6.55742,0.152088,-6.55742,16.3627,11.6214,182.122,86.6224,224.305,0.0232466,0.29473,0.475628,2.102483453,355.942,2730.14,4170.37,2991.43,138.452,2.12407,47.6395,48.5058,0.0000283,4.41566,0.311493,-10.6145
aflow:88d04db0ca52280a,Cl4K2Mg1,3,7,4.7625,-3.5145,0,-3.5145,28.1956,2.0555,21.8829,12.3397,31.1617,0.0891108,0.262664,0.563894,1.773382941,276.052,2450.15,3742.67,2684.64,144.281,2.13224,20.2201,22.1539,0.000144783,1.35403,0.384544,-34.8754
aflow:88ed2152280d6868,Ag1Mg1,2,2,0,-1.18944,0,-1.18944,18.677,5.87563,57.1778,22.5797,59.8596,0.943613,0.325516,0.394904,2.532261005,234.993,1960.34,2994.47,2147.95,186.52,2.27782,5.83476,6.2657,0.000104796,2.76908,0.422862,-47.1391
aflow:88ed31ffc6166706,B8Rh8Th2,3,18,0,-5.93557,0,-5.93557,12.4101,10.2124,230.194,84.6099,226.125,0.618025,0.336279,0.367559,2.72065165,414.964,2878.37,4396.79,3153.84,158.352,2.11732,49.2319,50.1263,0.0000285,4.11897,0.274496,2.36113
aflow:88fab1a47ab2a65c,Sn2Te10Tl4,3,16,0,-3.19365,0,-3.19365,34.8715,6.93705,19.8206,9.17845,23.8534,0.876004,0.299423,0.463075,2.159477406,152.056,1150.26,1757.06,1260.35,60.3212,2.28197,47.4421,50.4953,0.0000909,0.501814,0.533851,-81.6936
aflow:89046aa43a11c6ce,In3U1,2,4,0,-4.40889,0.713523,-4.40889,25.7084,9.40597,59.4889,33.5232,84.6659,0.0000393,0.262796,0.56352,1.774559909,202.101,1887.87,2883.76,2068.54,127.252,2.61065,11.7543,12.5928,0.0000876,2.01203,0.46093,-59.1202
aflow:891e018564452531,Ni4P4Ta5,3,13,0,-6.94413,0,-6.94413,13.4643,11.9857,222.432,112.519,288.852,0.101841,0.283566,0.505858,1.97683935,427.045,3063.95,4680.27,3357.18,181.599,2.10572,35.355,35.9519,0.0000266,7.39717,0.267343,4.94568
aflow:892051d312da93cf,As4Ba4Cd2,3,10,0.4143,-3.66813,0,-3.66813,33.6035,5.30639,35.1979,20.153,50.7695,0.355119,0.259599,0.572564,1.746529646,203.045,1948.81,2976.86,2135.32,94.2243,2.06602,29.3658,30.7422,0.000074,1.47876,0.456821,-57.8349
aflow:8920838c88dca46f,Dy10Ru4,2,14,0,-5.31033,0,-5.31033,25.553,9.41935,64.0694,27.1611,71.3945,0.512894,0.314278,0.423932,2.358868875,203.949,1698.1,2593.89,1860.61,84.6423,1.78331,41.0701,41.9622,0.0000402,2.03415,0.45088,-55.9733
aflow:8927893ffc054168,Bi1Er1,2,2,0,-5.13432,0,-5.13432,30.8673,10.1201,56.4556,32.3819,81.5533,1.45835,0.25924,0.573583,1.743426845,185.001,1788.79,2732.42,1959.98,146.835,1.94772,5.89145,6.06321,0.0000493,6.34074,0.476857,-64.0867
aflow:8944b3eb2c189cb7,Ag1Nb1O3,3,5,1.7706,-6.76521,0,-6.76521,12.8026,6.45335,189.9,88.9325,230.773,0.922008,0.297461,0.468312,2.135328584,515.887,3712.26,5670.56,4067.53,301.759,2.12024,13.02,13.2952,0.0000331,12.2468,0.224174,21.2487
aflow:895344f663d9e2d3,Dy4Ru4Si4,3,12,0,-6.09705,0,-6.09705,17.842,9.04804,127.562,49.2356,130.869,1.05903,0.329012,0.385973,2.590854801,309.939,2332.72,3563.29,2555.97,135.405,1.98115,34.1829,34.8412,0.0000322,3.74136,0.34538,-22.0469
aflow:89615efc0a0dfb77,Na4O12Sb4,3,20,1.4776,-5.65655,0,-5.65655,13.9824,4.57789,112.872,73.8145,181.811,0.0762794,0.231539,0.653966,1.529131484,567.262,4015.49,6133.76,4399.78,208.885,2.44706,50.6489,52.5652,0.0000512,3.77467,0.203612,29.5655
aflow:89827ab79c7be0b7,Si2Ta4V6,3,12,0,-7.76472,0.218926,-7.76472,15.3421,9.79171,158.415,61.7074,163.848,0.925747,0.327618,0.389529,2.567202955,345.029,2510.38,3834.67,2750.63,150.693,2.15435,33.7765,34.5074,0.0000333,3.80653,0.319701,-13.4179
aflow:898a956acbc9af99,Br10Pb4Rb2,3,16,3.0356,-3.22334,0,-3.22334,34.6029,5.39503,13.3059,7.84673,19.673,0.971417,0.253581,0.589716,1.695731505,168.031,1206,1842.2,1321.42,66.6708,2.25062,47.3328,51.4103,0.000122671,0.538374,0.510787,-74.5958
aflow:89a473940a8f2c78,As8Cu24,2,32,0,-2.84174,0,-2.84174,14.0041,7.87223,105.567,37.4389,100.443,0.377281,0.341423,0.354647,2.819705228,289.929,2180.78,3331.2,2389.49,91.3443,2.38512,91.8956,96.8404,0.0000738,0.67521,0.366554,-29.0257
aflow:89a50cf0f158b372,Au4La4O12,3,20,1.9733,-5.98298,0,-5.98298,15.7905,8.07361,104.652,46.8393,122.276,0.433191,0.305266,0.447573,2.234272398,354.064,2408.64,3679.25,2639.15,130.415,2.22988,56.1149,57.7636,0.0000436,2.32446,0.313708,-11.3735
aflow:89c22958395182cf,As8Si4,2,12,0,-4.86538,0,-4.86538,18.9999,5.1835,79.6275,43.3862,110.153,0.706102,0.269442,0.544865,1.835317005,358.079,2893.11,4419.29,3169.98,156.371,2.29217,33.6578,35.127,0.0000625,2.61752,0.313102,-11.1659
aflow:89d247c19a07b010,Ge6N8,2,14,1.8007,-6.70355,0,-6.70355,12.7483,5.0948,173.93,81.0142,210.379,0.4766,0.298407,0.465785,2.146913275,565.94,3987.65,6091.23,4369.28,234.841,2.17633,35.4347,36.2431,0.0000348,6.0348,0.203245,29.718
aflow:89d43c69edb626aa,Cr4Ga2N2,3,8,0,-6.42115,1.64275,-6.42115,13.3254,5.84867,110.617,77.8289,189.13,0.0188727,0.215038,0.703587,1.421288341,522.96,3647.89,5572.25,3997.01,261.5,1.30722,20.7289,21.0153,0.0000346,25.5787,0.220196,22.8249
aflow:89d55d14665feaed,Cu3In3La3,3,9,0,-3.55372,0,-3.55372,24.1926,7.25899,60.056,23.1972,61.6534,1.08594,0.3289,0.386259,2.588936439,202.984,1787.64,2730.66,1958.72,97.5922,2.10824,26.4246,27.5261,0.0000647,1.34108,0.455793,-57.513
aflow:89e3341519d5b3c3,Br1Li3O1,3,5,4.2806,-4.15097,0,-4.15097,12.8514,3.01647,48.9389,35.8611,86.4639,0.275709,0.205538,0.732774,1.36467724,454.188,3447.96,5266.85,3777.94,265.501,1.89027,13.4879,14.5097,0.000131379,5.08135,0.257841,8.42441
aflow:89e7078d2a0917cb,Al1C1Er3,3,5,0,-3.89286,0,-3.89286,29.9007,6.00638,37.0278,15.383,40.5356,14.774,0.317544,0.415445,2.407057493,173.043,1600.35,2444.57,1753.5,101.171,1.36713,14.7598,15.0708,0.0000509,3.45882,0.492545,-68.9566
aflow:89e739a189fe5329,C2Co1Ho1,3,4,0,-6.77454,0,-6.77454,11.7147,8.78432,168.33,92.8254,235.236,0.340634,0.267088,0.55145,1.813401034,501.951,3259.33,4978.71,3571.26,316.24,1.94559,10.4921,10.6896,0.0000321,19.0767,0.230297,18.8506
aflow:89e75f3b3cb47775,Ir2Sb2,2,4,0,-5.36386,0,-5.36386,19.5576,13.3288,163.809,60.1646,160.806,0.587012,0.336388,0.367286,2.722673884,259.993,2124.59,3245.36,2327.92,163.79,2.42214,11.5742,11.8492,0.0000323,4.94213,0.39038,-36.7591
aflow:89fa2dba45153d8c,Ca6Hg4,2,10,0,-1.79401,0,-1.79401,30.9224,5.60008,31.2401,13.0324,34.3242,1.24301,0.31688,0.417168,2.39711579,159.023,1525.51,2330.25,1671.5,73.8013,2.09133,29.6217,31.6387,0.000104694,0.653701,0.523339,-78.4625
aflow:8a08dd2fc13157c8,Sb6Yb10,2,16,0,-3.17146,0.0899958,-3.17146,31.3189,8.15488,36.0812,26.2868,63.4513,0.358183,0.206906,0.728544,1.372600694,189.941,1795.39,2742.51,1967.22,75.4015,1.99693,47.1037,49.2522,0.0000747,1.33347,0.472779,-62.8173
aflow:8a10bf2f0a2ffcdd,Er6Ge8,2,14,0,-5.30179,0,-5.30179,21.6662,8.67301,78.0387,51.2507,126.139,0.232267,0.230606,0.656734,1.522686506,288.077,2430.89,3713.24,2663.53,119.495,1.96203,40.1864,41.3217,0.0000475,3.43789,0.365284,-28.6103
aflow:8a1c8954bd7a16a8,Ga2Hg1Te4,3,7,0.6882,-2.83568,0,-2.83568,33.4958,6.02306,25.1303,15.9477,39.4897,0.861931,0.238101,0.634599,1.57579826,203.099,1627.2,2485.59,1782.93,106.12,2.28172,20.5608,21.747,0.000082,1.70975,0.458207,-58.2686
aflow:8a1da7176ed9dde9,In14Pt6,2,20,0,-3.36249,0,-3.36249,21.5816,10.6874,93.1056,41.9699,109.462,0.123846,0.304054,0.450778,2.218386878,226.897,1981.68,3027.07,2171.33,83.6275,2.61545,58.4104,61.3651,0.0000627,0.873517,0.427832,-48.7134
aflow:8a2d058f54180927,Ce2Co2Si4,3,8,0,-5.09209,0,-5.09209,16.3144,6.49442,138.329,75.5773,191.801,0.161808,0.268907,0.546358,1.830301744,441.897,3411.34,5210.91,3737.82,221,2.15325,21.6171,22.1362,0.0000369,7.56027,0.259745,7.72319
aflow:8a3521f20bb1d69e,In4La4O12,3,20,2.8177,-6.92655,0,-6.92655,14.5209,6.90074,142.067,56.9904,150.806,0.0869335,0.323081,0.401151,2.492826891,389.873,2873.78,4389.77,3148.81,143.677,2.12686,55.3097,56.7492,0.0000405,2.63292,0.289863,-3.10247
aflow:8a4aa93da3d0b620,Hf2,1,2,0,-9.9533,0,-9.9533,22.429,13.2146,109.909,55.1023,141.637,0.0371026,0.285221,0.501343,1.994642391,237.997,2042.01,3119.22,2237.44,188.901,1.54506,5.8183,5.88958,0.0000262,19.0675,0.410682,-43.2663
aflow:8a69ea34def2d194,P1Th1,2,2,0,-7.27939,0,-7.27939,26.4997,8.2405,108.572,47.5543,124.488,3.08043,0.308902,0.437997,2.283120661,265.944,2402.25,3669.5,2632.15,211.124,2.01921,5.77524,5.87841,0.0000292,11.5485,0.383446,-34.5201
aflow:8a75530096ed7ea5,Ge2Pt2Th1,3,5,0,-5.34108,0,-5.34108,19.7689,12.8919,136.525,42.2438,114.882,0.977732,0.359754,0.309422,3.231832255,227.988,1810.18,2765.1,1983.42,133.335,2.36865,14.5893,14.9647,0.0000358,2.95718,0.423611,-47.3767
aflow:8a85efdd33097283,Ga2La2Zn2,3,6,0,-3.03942,0,-3.03942,23.8531,6.35871,59.6166,44.0985,106.128,0.464195,0.203304,0.739702,1.351895763,296.957,2633.47,4022.69,2885.5,163.445,2.04968,17.1812,17.8484,0.000062,5.02865,0.358635,-26.4283
aflow:8a8c03100719438b,Al2Y2Zn2,3,6,0,-3.98206,0,-3.98206,20.9035,4.79987,68.7043,55.0322,130.305,0.391876,0.183898,0.801002,1.248436333,398.012,3386.05,5172.28,3710.11,219.028,1.89591,16.5466,17.045,0.0000525,9.09529,0.285774,-1.65991
aflow:8a9778f9666443aa,Mn2O6Y2,3,10,0,-8.35056,0.800122,-8.35056,13.0365,4.88724,155.288,66.5955,174.799,0.328206,0.312393,0.428852,2.331806777,503.884,3691.4,5638.7,4044.68,233.936,2.12347,26.2073,26.8985,0.0000412,5.55972,0.229542,19.1447
aflow:8abcebb53cd250d1,B2Ir3Th1,3,6,0,-6.91518,0,-6.91518,14.259,16.1159,253.862,130.527,334.289,0.208885,0.280531,0.514168,1.944889608,385.046,2845.92,4347.22,3118.29,211.874,2.12425,16.6201,16.8686,0.0000233,12.9078,0.292328,-3.96862
aflow:8ad40d8abfa74602,Ba1O3Pa1,3,5,0,-8.39826,0.197263,-8.39826,18.2811,7.56406,112.428,30.3948,83.6464,2.83948,0.376,0.270349,3.698922504,254.056,2004.57,3062.04,2196.42,148.54,1.82809,14.4889,14.7831,0.0000368,3.79553,0.395583,-38.4334
aflow:8aebfdbd83ea7750,Ge4Pt4Sr4,3,12,0,-4.1829,0,-4.1829,24.68,7.96852,67.0379,19.8123,54.1067,0.603283,0.365482,0.295539,3.383648182,190.046,1576.81,2408.61,1727.71,82.9901,2.24136,35.3175,36.6031,0.0000533,0.89351,0.470828,-62.2095
aflow:8aeca263b3732fb3,Fe1H6Mg2,3,9,3.2485,-3.32723,0,-3.32723,7.12509,2.86151,82.9167,62.9102,150.634,0.019081,0.197217,0.758716,1.318016227,820.223,4688.81,7162.27,5137.54,394.215,1.82429,19.035,19.8647,0.0000799,9.51518,0.126562,66.5315
aflow:8af29b635e51b3f7,B1Rh6Ti2,3,9,0,-5.14195,0,-5.14195,13.7356,9.72577,228.317,104.842,272.773,0.040052,0.300881,0.459195,2.177724061,447.011,3283.26,5015.26,3597.48,214.895,2.22902,24.2573,24.7113,0.0000279,7.97306,0.256879,8.77975
aflow:8b23a3f04d72a293,Ru1Sb1Ta1,3,3,0.8867,-7.0561,0,-7.0561,19.7779,11.3,175.983,72.1649,190.461,0.000702361,0.319622,0.410067,2.438625883,306.984,2527.1,3860.22,2768.96,212.862,2.14771,8.55329,8.69482,0.0000255,11.0054,0.347515,-22.7557
aflow:8b2b153353524b19,Nb2O4,2,6,0,-8.70602,0,-8.70602,12.085,5.72086,238.504,104.279,273.045,1.09982,0.309197,0.437222,2.287167617,608.003,4269.42,6521.64,4678.01,334.595,2.04394,14.7976,15.0241,0.0000249,15.7693,0.187346,36.485
aflow:8b4eddeee0a0ebb2,Si2Ti2Y2,3,6,0,-6.27853,0.411445,-6.27853,21.1816,4.3089,88.2163,58.3351,143.397,0.612137,0.229081,0.661273,1.512234735,440.057,3679.44,5620.44,4031.57,242.141,1.9683,16.2292,16.6136,0.0000398,10.3242,0.260903,7.29758
aflow:8b5031772891a1b7,Au3Ho3In3,3,9,0,-3.4982,0,-3.4982,22.7516,11.5978,84.6147,38.96,101.328,1.16042,0.300413,0.46044,2.171835635,209.096,1832.83,2799.69,2008.24,100.477,2.29508,26.3847,27.3906,0.0000543,1.79303,0.447176,-54.8109
aflow:8b5c9383a7f1c116,Ag1Bi1Li2,3,4,0,-2.43854,0,-2.43854,20.1606,6.81021,39.2944,13.9659,37.4597,16.1775,0.341115,0.355416,2.81360434,168.103,1432.04,2187.47,1569.09,105.833,2.13415,11.8352,12.9102,0.000137261,0.93917,0.512346,-75.0767
aflow:8b65640619af5544,Pd2Tb2,2,4,0,-4.54911,0,-4.54911,22.5556,9.76661,82.6979,28.1013,75.7265,0.384027,0.347383,0.339807,2.942846969,200.992,1696.26,2591.07,1858.59,126.622,2.01592,11.7438,12.0697,0.0000454,3.01664,0.455558,-57.4393
aflow:8b6717bdc47c0b8d,Ir4P4Sr4,3,12,0,-5.40695,0,-5.40695,21.2969,8.07817,100.007,34.2302,92.1742,0.51099,0.346387,0.342278,2.921601739,255.015,2058.49,3144.39,2255.49,111.382,2.13539,34.7726,35.669,0.0000397,1.99826,0.3955,-38.4069
aflow:8b68efcc9664701f,Be1Cu1,2,2,0,-3.02767,0,-3.02767,9.7073,6.20594,139.489,64.8486,168.443,2.30902,0.298738,0.464901,2.150995588,481.813,3232.56,4937.81,3541.92,382.564,1.97327,5.30715,5.49276,0.0000586,14.4144,0.240834,14.7961
aflow:8b81120a0c400fab,Er8S12,2,20,0.6284,-6.36114,0,-6.36114,21.076,6.78682,81.6774,43.5928,111.026,0.28459,0.273446,0.53372,1.87364161,313.966,2534.4,3871.35,2776.95,115.679,1.88231,56.9075,58.2441,0.0000413,2.89489,0.342711,-21.1591
aflow:8b865786bfa43010,P2Rh3,2,5,0,-5.26315,0,-5.26315,13.9488,8.82518,211.665,67.8988,184.019,0.182861,0.355102,0.320784,3.117362462,381.091,2773.76,4236.99,3039.22,222.81,2.32484,13.8748,14.1814,0.0000315,6.18974,0.295076,-4.93088
aflow:8b970538fe25ea60,B2O8Ta2,3,12,3.6319,-8.82655,0,-8.82655,9.18004,7.71043,265.299,156.102,391.516,0.710226,0.254041,0.5884,1.699524133,731.956,4499.51,6873.11,4930.12,319.73,1.97342,27.2053,27.5858,0.0000236,17.4699,0.148938,54.4838
aflow:8ba8c59a23a2b441,Ge1Mn1Ni2,3,4,0,-4.15083,1.1723,-4.15083,12.5602,8.09462,141.733,28.6246,80.4574,13.6974,0.405389,0.201961,4.951451023,260.13,1880.49,2872.5,2060.46,163.79,2.76389,11.5923,12.4491,0.0000836,1.25593,0.395956,-38.5533
aflow:8bc2939a0137c887,O2Se2Th2,3,6,0.9607,-7.49155,0,-7.49155,20.836,8.68675,117.31,55.0546,142.821,0.177589,0.297089,0.469307,2.130801373,314.984,2517.49,3845.53,2758.42,173.351,2.06155,17.0631,17.3987,0.0000316,6.7443,0.34146,-20.7423
aflow:8bc3f85e7c49bcd2,In1Pt5Si1,3,7,0,-4.31971,0,-4.31971,15.9093,16.6756,202.232,66.7248,180.341,0.585587,0.351375,0.329943,3.030826537,260.93,2000.34,3055.57,2191.78,136.44,2.48161,20.247,20.7526,0.0000332,3.10674,0.389047,-36.3294
aflow:8bc5c0360c83b8a2,Li9N1S3,3,13,2.4308,-3.9464,0,-3.9464,12.9115,1.70809,47.8556,40.8513,95.4064,0.124426,0.167728,0.853637,1.171458126,636.059,4890.43,7470.26,5358.46,270.485,1.81751,31.5719,33.502,0.00011143,4.59086,0.179018,40.1678
aflow:8bd83352cb002f9c,F2Pb1,2,3,4.3969,-4.88634,0,-4.88634,17.9703,7.55244,67.5389,22.9807,61.9193,0.00113308,0.347201,0.340259,2.938937692,215.953,1744.37,2664.57,1911.31,149.766,2.25607,8.78652,9.31083,0.0000864,2.03195,0.442028,-53.1924
aflow:8bd98faf69c418bc,Si4W6,2,10,0,-8.46727,0,-8.46727,14.7414,13.6913,239.117,79.1293,213.804,1.60793,0.350977,0.330922,3.021860136,333.048,2404.06,3672.27,2634.14,154.565,2.0024,28.2478,28.6197,0.0000218,5.99699,0.326804,-15.8249
