materials    Cp_300  NA  PR  PUGR  SM  VPA
Be26Ce2	54.3683	28	0.0850608	1.14723	129.108	9.59068
Fe4P4Zr4	32.7265	12	0.244761	0.615153	83.6578	15.631
Pt1Ti1	6.02322	2	0.445751	0.11257	20.2094	16.4421
Ni2Sn1Zr1	11.7157	4	0.351378	0.329934	50.9363	15.7148
K5Sb4	28.8776	9	0.255543	0.584107	8.75111	40.8714
C4Mo16Ni8	74.5014	28	0.301812	0.456719	120.678	12.9651
As1Zr1	5.74165	2	0.295	0.474902	56.2099	20.5404
Fe4Hf4P4	34.0199	12	0.254973	0.585734	84.4307	15.1254
Au1Mg1	6.18862	2	0.336452	0.367124	28.7336	17.9455
Be1Pd1	5.89407	2	0.405934	0.20072	33.6697	11.2975
Dy1Ru2Si2	13.9168	5	0.277951	0.521262	80.5584	16.5719
Ag1Au1Zn2	12.6484	4	0.37434	0.274299	25.9944	15.7248
N4Re2	14.8008	6	0.263066	0.562758	202.983	9.33054
Pd2Ta1	8.77054	3	0.348573	0.336861	69.403	15.9532
Dy2Ga2Zn2	17.7188	6	0.189249	0.783901	57.7343	20.225
Ba1Pt1Sn3	15.4419	5	0.322715	0.402092	23.2866	28.5008
Ba1P2Rh2	14.3081	5	0.269558	0.544541	49.46	19.7568
Hf1Ru3	11.513	4	0.341698	0.353958	75.1374	15.5625
Ce4Os8	35.8048	12	0.426269	0.155085	33.0345	18.5203
C1Pt1	5.95386	2	0.422009	0.164537	42.6618	11.0448
Fe2Ga1V1	10.1964	4	0.221535	0.683891	142.245	11.7172
C2Ga2Ta4	22.1136	8	0.258502	0.575679	109.606	14.639
Cl1Rb1	6.98243	2	0.283688	0.505525	7.23743	37.6102
C6Ir10	46.6196	16	0.386058	0.246617	60.8849	13.4244
Ag36In16	171.146	52	0.303163	0.453137	30.6145	19.4884
C1Mn3Sn1	14.3614	5	0.258743	0.574994	45.3543	16.9052
P2Ru2Y1	13.3164	5	0.241895	0.623494	101.024	15.6745
Rh4S8	35.0253	12	0.370205	0.284181	35.3893	16.0268
Ge2P4Zn2	22.8156	8	0.229526	0.659948	48.3297	20.3336
Bi4Rb12Se12	88.6266	28	0.27589	0.526949	6.01102	39.7357
Ho4O14Sn4	60.098	22	0.268858	0.546497	88.2199	13.3929
Al1Li2Pd1	12.0988	4	0.331599	0.379396	26.0476	14.0893
B2Ce1Ir3	16.9491	6	0.30465	0.4492	115.237	13.5489
Er10Ge6	47.1171	16	0.192593	0.773289	56.2337	24.3073
P2Sn6Zr10	51.1577	18	0.238677	0.632909	69.0414	21.6407
Sn1Te1	6.12376	2	0.228786	0.662152	26.7215	33.5799
Bi4O14Sn4	62.5766	22	0.302113	0.455921	66.7544	14.4934
Ba4P4Pt4	36.3105	12	0.325763	0.394271	31.6647	23.9428
As4Nb4Ni4	33.8906	12	0.330843	0.381315	75.1961	14.3275
Fe4Nb4P4	30.2154	12	0.254645	0.586672	146.635	12.7205
Bi6Tb8	42.6613	14	0.309361	0.436791	26.8287	29.6338
Pt2U2	12.2222	4	0.359712	0.309524	31.049	24.3018
Ni4Si4	22.5752	8	0.369586	0.285665	50.7458	11.2123
In1Ni1	6.00162	2	0.335961	0.368362	44.3364	15.2142
B16C8Sc8	57.6915	32	0.190951	0.778493	145.727	9.6607
La3Sn1	12.2002	4	0.297847	0.467282	20.5968	33.2873
Mg4O8Sn2	37.2208	14	0.301591	0.457307	62.3512	11.9121
Hg1Sr1	6.50912	2	0.250433	0.598753	17.4304	32.0612
La10O3Si8	60.6177	21	0.244807	0.615017	48.6798	23.7363
Cu2Zr2	11.9112	4	0.390364	0.236562	32.6936	17.5071
Si2Y2	11.0292	4	0.203826	0.738081	66.3836	21.7132
Ni1Sb1Tb1	8.86038	3	0.249466	0.601538	55.4818	21.3055
Ca4O12Rh4	53.1771	20	0.305769	0.446244	71.7347	11.7505
S4Zn4	23.3631	8	0.287009	0.496478	35.4667	19.3929
Cr4O12Te2	44.2923	18	0.267826	0.549383	106.942	10.9371
Au1Er1Ni4	17.844	6	0.277493	0.522523	70.8077	13.8401
F3La1	11.7689	4	0.366554	0.292955	35.5401	12.9239
Ag2Bi2Yb2	18.8078	6	0.286392	0.498156	20.7652	27.5992
Ce4Os8	35.8251	12	0.42847	0.150223	32.5531	18.5264
Br2Cu2	12.9377	4	0.322172	0.403491	9.51071	24.5031
S2Zn2	11.6995	4	0.29111	0.485373	34.5538	19.4061
B1Hf1	5.62877	2	0.281182	0.51238	88.9122	14.1548
