MP_ID,MP_formula,MP_species,MP_NE,AFLOW_ID,AFLOW_formula,AFLOW_species,AFLOW_NE
mp-869,TaAl3,"['Al', 'Ta']",2,aflow:75c784b9418b08b5,Al3Ta1,"['Al', 'Ta']",2
mp-30836,TaPd3,"['Pd', 'Ta']",2,aflow:e3a096724df20a7e,Pd3Ta1,"['Pd', 'Ta']",2
mp-1019544,BaZrO3,"['Ba', 'O', 'Zr']",3,aflow:7ad05c2450ba8e4c,Ba1O3Zr1,"['Ba', 'O', 'Zr']",3
mp-4651,SrTiO3,"['O', 'Sr', 'Ti']",3,aflow:1a6896aa3ec13bdf,O3Sr1Ti1,"['O', 'Sr', 'Ti']",3
mp-1836,TlSe,"['Se', 'Tl']",2,aflow:5ebc0f014499d22b,Se1Tl1,"['Se', 'Tl']",2
mp-16886,CdAu,"['Au', 'Cd']",2,aflow:a9cd44a3b513cfa5,Au1Cd1,"['Au', 'Cd']",2
mp-938,GeTe,"['Ge', 'Te']",2,aflow:31d2c50b7eb85972,Ge1Te1,"['Ge', 'Te']",2
mp-4514,NaNbO3,"['Na', 'Nb', 'O']",3,aflow:457f0854f38e30f3,Na1Nb1O3,"['Na', 'Nb', 'O']",3
mp-570081,CuI,"['Cu', 'I']",2,aflow:d1fd17e61cdce493,Cu1I1,"['Cu', 'I']",2
mp-11397,Ga3Ni2,"['Ga', 'Ni']",2,aflow:364819176d015d5e,Ga3Ni2,"['Ga', 'Ni']",2
mp-21385,In3Ni2,"['In', 'Ni']",2,aflow:6e69637536c49b52,In3Ni2,"['In', 'Ni']",2
mp-510437,In3Pd2,"['In', 'Pd']",2,aflow:d6c99e9be3bdcc51,In3Pd2,"['In', 'Pd']",2
mp-1968,La2O3,"['La', 'O']",2,aflow:f8908411c9959986,La2O3,"['La', 'O']",2
mp-6931,Sr(AlSi)2,"['Al', 'Si', 'Sr']",3,aflow:8023faf5b757d0b6,Al1Si1Sr1,"['Al', 'Si', 'Sr']",3
mp-569708,TiPt3,"['Pt', 'Ti']",2,aflow:ba3acf5ce3afd378,Pt3Ti1,"['Pt', 'Ti']",2
mp-1057,Al3Ni2,"['Al', 'Ni']",2,aflow:77177d4fd54105fc,Al3Ni2,"['Al', 'Ni']",2
mp-7704,Ca(AlSi)2,"['Al', 'Ca', 'Si']",3,aflow:a2be57f97c3c3734,Al1Ca1Si1,"['Al', 'Ca', 'Si']",3
mp-505825,Cs2PtC2,"['C', 'Cs', 'Pt']",3,aflow:76e523ddd6535395,C2Cs2Pt1,"['C', 'Cs', 'Pt']",3
mp-905,LaF3,"['F', 'La']",2,aflow:14c14d2e031b6053,F3La1,"['F', 'La']",2
mp-2331,B2Mo,"['B', 'Mo']",2,aflow:9a121651e9fedde0,B2Mo1,"['B', 'Mo']",2
mp-753746,Rb2O,"['O', 'Rb']",2,aflow:ed5547e7e4115236,O1Rb2,"['O', 'Rb']",2
mp-23152,Bi,['Bi'],1,aflow:27bbd51ad4827863,Bi1,['Bi'],1
mp-104,Sb,['Sb'],1,aflow:462bb5f411a8e076,Sb1,['Sb'],1
mp-11,As,['As'],1,aflow:a997e20f53ed2acb,As1,['As'],1
mp-130,P,['P'],1,aflow:57cecbf3dc26e974,P1,['P'],1
mp-867126,Rb,['Rb'],1,aflow:a16df87dec15ee9c,Rb1,['Rb'],1
mp-972364,Yb,['Yb'],1,aflow:1cc72a1218ae7cc5,Yb1,['Yb'],1
mp-468,AlF3,"['Al', 'F']",2,aflow:24f1327f80e631d8,Al1F3,"['Al', 'F']",2
mp-1070,CdSe,"['Cd', 'Se']",2,aflow:113bf1e066e9b967,Cd1Se1,"['Cd', 'Se']",2
mp-1070,CdSe,"['Cd', 'Se']",2,aflow:a9ffbcbb530940ef,Cd1Se1,"['Cd', 'Se']",2
mp-5519,HoGeAu,"['Au', 'Ge', 'Ho']",3,aflow:b12c07ba7501f592,Au1Ge1Ho1,"['Au', 'Ge', 'Ho']",3
mp-22205,InN,"['In', 'N']",2,aflow:26a5e73a0b625ec0,In1N1,"['In', 'N']",2
mp-22205,InN,"['In', 'N']",2,aflow:93bd6e64faf1a0ea,In1N1,"['In', 'N']",2
mp-976280,LiBr,"['Br', 'Li']",2,aflow:20b64628cf74cb53,Br1Li1,"['Br', 'Li']",2
mp-1018040,MgSe,"['Mg', 'Se']",2,aflow:7625072d0374ea4b,Mg1Se1,"['Mg', 'Se']",2
mp-1018040,MgSe,"['Mg', 'Se']",2,aflow:be089f53605f184f,Mg1Se1,"['Mg', 'Se']",2
mp-999540,MnSe,"['Mn', 'Se']",2,aflow:c90aab03829e992f,Mn1Se1,"['Mn', 'Se']",2
mp-2811,MoN,"['Mo', 'N']",2,aflow:5cfe1d0ba97a5293,Mo1N1,"['Mo', 'N']",2
mp-2811,MoN,"['Mo', 'N']",2,aflow:a8e94be57170df83,Mo1N1,"['Mo', 'N']",2
mp-661,AlN,"['Al', 'N']",2,aflow:06c4f5b0f1a49096,Al1N1,"['Al', 'N']",2
mp-661,AlN,"['Al', 'N']",2,aflow:85aedc4a778b7e60,Al1N1,"['Al', 'N']",2
mp-672,CdS,"['Cd', 'S']",2,aflow:488147efb71ed55f,Cd1S1,"['Cd', 'S']",2
mp-672,CdS,"['Cd', 'S']",2,aflow:792df473182fc7a2,Cd1S1,"['Cd', 'S']",2
mp-804,GaN,"['Ga', 'N']",2,aflow:83b5c0b4f2d8c0f3,Ga1N1,"['Ga', 'N']",2
mp-2133,ZnO,"['O', 'Zn']",2,aflow:ab12888374d76ba7,O1Zn1,"['O', 'Zn']",2
mp-2133,ZnO,"['O', 'Zn']",2,aflow:bbe19cfc7071c717,O1Zn1,"['O', 'Zn']",2
mp-997617,BOs,"['B', 'Os']",2,aflow:b771a4d99e7ddec1,B1Os1,"['B', 'Os']",2
mp-13272,BaAlGe,"['Al', 'Ba', 'Ge']",3,aflow:e5990f43d042239c,Al1Ba1Ge1,"['Al', 'Ba', 'Ge']",3
mp-13149,BaAlSi,"['Al', 'Ba', 'Si']",3,aflow:0655bb1b738565e8,Al1Ba1Si1,"['Al', 'Ba', 'Si']",3
mp-9744,BaAsPd,"['As', 'Ba', 'Pd']",3,aflow:df8b242db1e5fd9c,As1Ba1Pd1,"['As', 'Ba', 'Pd']",3
mp-10616,BaLiAs,"['As', 'Ba', 'Li']",3,aflow:bdef8ab58e76c7a6,As1Ba1Li1,"['As', 'Ba', 'Li']",3
mp-8606,BaSbPt,"['Ba', 'Pt', 'Sb']",3,aflow:28000e3a3774b90a,Ba1Pt1Sb1,"['Ba', 'Pt', 'Sb']",3
mp-570677,Ba5Al5Sn,"['Al', 'Ba', 'Sn']",3,aflow:f9a0597b79f95701,Al5Ba5Sn1,"['Al', 'Ba', 'Sn']",3
mp-16326,DyPPt,"['Dy', 'P', 'Pt']",3,aflow:f8e0aa93cf029501,Dy1P1Pt1,"['Dy', 'P', 'Pt']",3
mp-24012,HoHSe,"['H', 'Ho', 'Se']",3,aflow:4c9a161d83bde5ee,H1Ho1Se1,"['H', 'Ho', 'Se']",3
mp-219,MoP,"['Mo', 'P']",2,aflow:74c1c2f9814eded1,Mo1P1,"['Mo', 'P']",2
mp-219,MoP,"['Mo', 'P']",2,aflow:bc507e8b07782981,Mo1P1,"['Mo', 'P']",2
mp-2634,NbN,"['N', 'Nb']",2,aflow:3caef21d7715917b,N1Nb1,"['N', 'Nb']",2
mp-2634,NbN,"['N', 'Nb']",2,aflow:4d2d79fe29e7a5ed,N1Nb1,"['N', 'Nb']",2
mp-2634,NbN,"['N', 'Nb']",2,aflow:844b105937307111,N1Nb1,"['N', 'Nb']",2
mp-974435,Re3N,"['N', 'Re']",2,aflow:f2647fd7e3481cc1,N1Re3,"['N', 'Re']",2
mp-7168,TbPPt,"['P', 'Pt', 'Tb']",3,aflow:6c40cee89570a778,P1Pt1Tb1,"['P', 'Pt', 'Tb']",3
mp-867290,TbTe,"['Tb', 'Te']",2,aflow:503a4fdfcf55d477,Tb1Te1,"['Tb', 'Te']",2
mp-1017987,Tc3N,"['N', 'Tc']",2,aflow:4fd0dd6e94fc881e,N1Tc3,"['N', 'Tc']",2
mp-9164,ThSiAu,"['Au', 'Si', 'Th']",3,aflow:8268c40e2a307c24,Au1Si1Th1,"['Au', 'Si', 'Th']",3
mp-13311,SrAlGe,"['Al', 'Ge', 'Sr']",3,aflow:f573f77ca303f0e2,Al1Ge1Sr1,"['Al', 'Ge', 'Sr']",3
mp-3698,SrAlSi,"['Al', 'Si', 'Sr']",3,aflow:8023faf5b757d0b6,Al1Si1Sr1,"['Al', 'Si', 'Sr']",3
mp-1018028,TiS,"['S', 'Ti']",2,aflow:d8a5fb5a8ab18a87,S1Ti1,"['S', 'Ti']",2
mp-28797,YHSe,"['H', 'Se', 'Y']",3,aflow:4bec122528e460be,H1Se1Y1,"['H', 'Se', 'Y']",3
mp-16304,YPPt,"['P', 'Pt', 'Y']",3,aflow:7e4e5d0b03591281,P1Pt1Y1,"['P', 'Pt', 'Y']",3
mp-865430,YTe,"['Te', 'Y']",2,aflow:5b984958dbe89502,Te1Y1,"['Te', 'Y']",2
mp-1018027,VN,"['N', 'V']",2,aflow:11639813fd5fbe0a,N1V1,"['N', 'V']",2
mp-1018027,VN,"['N', 'V']",2,aflow:aa89372868af03a8,N1V1,"['N', 'V']",2
mp-1539,ZrTe,"['Te', 'Zr']",2,aflow:69a50dc8799998f2,Te1Zr1,"['Te', 'Zr']",2
mp-567191,CaAlSi,"['Al', 'Ca', 'Si']",3,aflow:a2be57f97c3c3734,Al1Ca1Si1,"['Al', 'Ca', 'Si']",3
mp-279,LiIr,"['Ir', 'Li']",2,aflow:e0125a96febb0b43,Ir1Li1,"['Ir', 'Li']",2
mp-2744,LiPd,"['Li', 'Pd']",2,aflow:cbe4dab174b3e070,Li1Pd1,"['Li', 'Pd']",2
mp-2744,LiPd,"['Li', 'Pd']",2,aflow:e123a44c21938b32,Li1Pd1,"['Li', 'Pd']",2
mp-11807,LiPt,"['Li', 'Pt']",2,aflow:bb2e3ff52beb121c,Li1Pt1,"['Li', 'Pt']",2
mp-2305,MoC,"['C', 'Mo']",2,aflow:877b232d6378c18e,C1Mo1,"['C', 'Mo']",2
mp-2305,MoC,"['C', 'Mo']",2,aflow:e6168f280fcabded,C1Mo1,"['C', 'Mo']",2
mp-2305,MoC,"['C', 'Mo']",2,aflow:f97128015d6366e7,C1Mo1,"['C', 'Mo']",2
mp-1894,WC,"['C', 'W']",2,aflow:773f66d722ac2cab,C1W1,"['C', 'W']",2
mp-1894,WC,"['C', 'W']",2,aflow:870b2f189ea048d2,C1W1,"['C', 'W']",2
mp-1894,WC,"['C', 'W']",2,aflow:b9936db0261adaed,C1W1,"['C', 'W']",2
mp-1894,WC,"['C', 'W']",2,aflow:feb595dc9ca641a2,C1W1,"['C', 'W']",2
mp-23039,Er6MnBi2,"['Bi', 'Er', 'Mn']",3,aflow:01481e25e4e09b70,Bi2Er6Mn1,"['Bi', 'Er', 'Mn']",3
mp-31383,Hf6CoBi2,"['Bi', 'Co', 'Hf']",3,aflow:2582fcb8a8d0c226,Bi2Co1Hf6,"['Bi', 'Co', 'Hf']",3
mp-10446,Sc6NiTe2,"['Ni', 'Sc', 'Te']",3,aflow:e613bbb42012d1ca,Ni1Sc6Te2,"['Ni', 'Sc', 'Te']",3
mp-4720,Si2Ni6B,"['B', 'Ni', 'Si']",3,aflow:d5bcd95c472ed381,B1Ni6Si2,"['B', 'Ni', 'Si']",3
mp-1279,TaN,"['N', 'Ta']",2,aflow:0fbd269336705895,N1Ta1,"['N', 'Ta']",2
mp-1279,TaN,"['N', 'Ta']",2,aflow:a8ac23d5ab62e1fe,N1Ta1,"['N', 'Ta']",2
mp-1279,TaN,"['N', 'Ta']",2,aflow:dbcfb446e993083a,N1Ta1,"['N', 'Ta']",2
mp-11073,Ti3In3Rh2,"['In', 'Rh', 'Ti']",3,aflow:4cc572d096054a5e,In3Rh2Ti3,"['In', 'Rh', 'Ti']",3
mp-12760,Zr6Al2Co,"['Al', 'Co', 'Zr']",3,aflow:234f20d1a182fcd9,Al2Co1Zr6,"['Al', 'Co', 'Zr']",3
mp-12962,Zr6FeSb2,"['Fe', 'Sb', 'Zr']",3,aflow:348433ef9c1b5e36,Fe1Sb2Zr6,"['Fe', 'Sb', 'Zr']",3
mp-9381,Zr6FeTe2,"['Fe', 'Te', 'Zr']",3,aflow:57369194a17abdd8,Fe1Te2Zr6,"['Fe', 'Te', 'Zr']",3
mp-22167,Zr6Ga2Co,"['Co', 'Ga', 'Zr']",3,aflow:45f4f2d78448eed1,Co1Ga2Zr6,"['Co', 'Ga', 'Zr']",3
mp-12972,Zr6Sb2Pt,"['Pt', 'Sb', 'Zr']",3,aflow:64c3e0cc2134a59d,Pt1Sb2Zr6,"['Pt', 'Sb', 'Zr']",3
mp-11593,CeB2Ir3,"['B', 'Ce', 'Ir']",3,aflow:13d4d51cec45ebe0,B2Ce1Ir3,"['B', 'Ce', 'Ir']",3
mp-30363,BaAu2,"['Au', 'Ba']",2,aflow:822ff35409e2f917,Au2Ba1,"['Au', 'Ba']",2
mp-1219,BaGa2,"['Ba', 'Ga']",2,aflow:2a8d0966bfe7ee51,Ba1Ga2,"['Ba', 'Ga']",2
mp-811,BaPt5,"['Ba', 'Pt']",2,aflow:366eba3176381355,Ba1Pt5,"['Ba', 'Pt']",2
mp-30621,DySi2Rh3,"['Dy', 'Rh', 'Si']",3,aflow:35f0695ac31d122e,Dy1Rh3Si2,"['Dy', 'Rh', 'Si']",3
mp-11294,DyCd2,"['Cd', 'Dy']",2,aflow:ff3dd9800f8a9a53,Cd2Dy1,"['Cd', 'Dy']",2
mp-1025223,Hf4Al3,"['Al', 'Hf']",2,aflow:adf8044883f8c0a1,Al3Hf4,"['Al', 'Hf']",2
mp-1994,HfB2,"['B', 'Hf']",2,aflow:09457595b027e910,B2Hf1,"['B', 'Hf']",2
mp-11301,HoCd2,"['Cd', 'Ho']",2,aflow:43169bfefe524ff3,Cd2Ho1,"['Cd', 'Ho']",2
mp-1256,HoGa2,"['Ga', 'Ho']",2,aflow:ffaebd8498b9c195,Ga2Ho1,"['Ga', 'Ho']",2
mp-571071,HoSi2Rh3,"['Ho', 'Rh', 'Si']",3,aflow:1fa8019c0a1f2bd6,Ho1Rh3Si2,"['Ho', 'Rh', 'Si']",3
mp-19876,InNi,"['In', 'Ni']",2,aflow:1461b11ac6a4ad9d,In1Ni1,"['In', 'Ni']",2
mp-30815,LaAl3Pd2,"['Al', 'La', 'Pd']",3,aflow:026d6e08c98dbea7,Al3La1Pd2,"['Al', 'La', 'Pd']",3
mp-12055,LaCd2,"['Cd', 'La']",2,aflow:6ae8ed37072aa6dd,Cd2La1,"['Cd', 'La']",2
mp-12055,LaCd2,"['Cd', 'La']",2,aflow:d78310bea3777178,Cd2La1,"['Cd', 'La']",2
mp-30753,LaPd5,"['La', 'Pd']",2,aflow:c4a92728a41cbf95,La1Pd5,"['La', 'Pd']",2
mp-1832,LaPt5,"['La', 'Pt']",2,aflow:07ca124e3b54ff2e,La1Pt5,"['La', 'Pt']",2
mp-763,MgB2,"['B', 'Mg']",2,aflow:e2edff877e89347a,B2Mg1,"['B', 'Mg']",2
mp-1140,NdCu5,"['Cu', 'Nd']",2,aflow:7f5f2aeb8ddd6aa8,Cu5Nd1,"['Cu', 'Nd']",2
mp-1209,RbAu5,"['Au', 'Rb']",2,aflow:b42654f8412d6a9c,Au5Rb1,"['Au', 'Rb']",2
mp-2252,ScB2,"['B', 'Sc']",2,aflow:1d788038cb5c444e,B2Sc1,"['B', 'Sc']",2
mp-1108,TaB2,"['B', 'Ta']",2,aflow:51ca76509e4c5699,B2Ta1,"['B', 'Ta']",2
mp-3186,TbB2Ru3,"['B', 'Ru', 'Tb']",3,aflow:81b1ef3fc2ca4c55,B2Ru3Tb1,"['B', 'Ru', 'Tb']",3
mp-30497,TbCd2,"['Cd', 'Tb']",2,aflow:3ae9b6702a187c81,Cd2Tb1,"['Cd', 'Tb']",2
mp-309,ThAg2,"['Ag', 'Th']",2,aflow:2f4b7a92fe4f70ca,Ag2Th1,"['Ag', 'Th']",2
mp-669,ThAl2,"['Al', 'Th']",2,aflow:61bdf403b2bb8c80,Al2Th1,"['Al', 'Th']",2
mp-30182,ThAl3Ni2,"['Al', 'Ni', 'Th']",3,aflow:5d3a891d1341c11f,Al3Ni2Th1,"['Al', 'Ni', 'Th']",3
mp-1025,ThAu2,"['Au', 'Th']",2,aflow:d4fcfa0bda62b2b6,Au2Th1,"['Au', 'Th']",2
mp-10115,ThB2Ir3,"['B', 'Ir', 'Th']",3,aflow:8abcebb53cd250d1,B2Ir3Th1,"['B', 'Ir', 'Th']",3
mp-7497,ThSi2,"['Si', 'Th']",2,aflow:01f2970f2341e9d8,Si2Th1,"['Si', 'Th']",2
mp-16491,SrAl9Co2,"['Al', 'Co', 'Sr']",3,aflow:4e1bfd5c51c6e7ab,Al9Co2Sr1,"['Al', 'Co', 'Sr']",3
mp-1542,YB2,"['B', 'Y']",2,aflow:7ca6e19f28095b86,B2Y1,"['B', 'Y']",2
mp-1914,YGa2,"['Ga', 'Y']",2,aflow:5d9027af1fa5b7fc,Ga2Y1,"['Ga', 'Y']",2
mp-1491,VB2,"['B', 'V']",2,aflow:75a24ef7ad5fbf92,B2V1,"['B', 'V']",2
mp-12752,Zr4Al3,"['Al', 'Zr']",2,aflow:78d63eb4195e54d7,Al3Zr4,"['Al', 'Zr']",2
mp-1472,ZrB2,"['B', 'Zr']",2,aflow:08bf56bf0b207b22,B2Zr1,"['B', 'Zr']",2
mp-11826,CaPd5,"['Ca', 'Pd']",2,aflow:85667eac3cb94c67,Ca1Pd5,"['Ca', 'Pd']",2
mp-30481,CaPt5,"['Ca', 'Pt']",2,aflow:2bb0506c225e68cb,Ca1Pt5,"['Ca', 'Pt']",2
mp-2025,HfBe5,"['Be', 'Hf']",2,aflow:9935daabda2d9ae8,Be5Hf1,"['Be', 'Hf']",2
mp-728,Li2Pd,"['Li', 'Pd']",2,aflow:39fbb25ad81ea9a5,Li2Pd1,"['Li', 'Pd']",2
mp-2170,Li2Pt,"['Li', 'Pt']",2,aflow:60bb980c6872ba9f,Li2Pt1,"['Li', 'Pt']",2
mp-1606,NbAu2,"['Au', 'Nb']",2,aflow:03e66c089b82497c,Au2Nb1,"['Au', 'Nb']",2
mp-11277,ScBe5,"['Be', 'Sc']",2,aflow:72ec133961a70c20,Be5Sc1,"['Be', 'Sc']",2
mp-1145,TiB2,"['B', 'Ti']",2,aflow:32d72b1701a0a640,B2Ti1,"['B', 'Ti']",2
mp-1331,YCd2,"['Cd', 'Y']",2,aflow:3471a605457dfc2f,Cd2Y1,"['Cd', 'Y']",2
mp-30725,YHg2,"['Hg', 'Y']",2,aflow:72a284b911cfd4a1,Hg2Y1,"['Hg', 'Y']",2
mp-984744,Ca3Tl,"['Ca', 'Tl']",2,aflow:50ba0e96d5272603,Ca3Tl1,"['Ca', 'Tl']",2
mp-11284,CaGa2,"['Ca', 'Ga']",2,aflow:0c482f688086202e,Ca1Ga2,"['Ca', 'Ga']",2
mp-13277,BaLiP,"['Ba', 'Li', 'P']",3,aflow:72b0cd273918804e,Ba1Li1P1,"['Ba', 'Li', 'P']",3
mp-864995,DyAl3,"['Al', 'Dy']",2,aflow:58a455185bfb2e7e,Al3Dy1,"['Al', 'Dy']",2
mp-864995,DyAl3,"['Al', 'Dy']",2,aflow:d50bd9aca24839f0,Al3Dy1,"['Al', 'Dy']",2
mp-23029,Cs3Sb2I9,"['Cs', 'I', 'Sb']",3,aflow:27d05030276c6992,Cs3I9Sb2,"['Cs', 'I', 'Sb']",3
mp-982557,HoGa3,"['Ga', 'Ho']",2,aflow:65d90d63b5017ced,Ga3Ho1,"['Ga', 'Ho']",2
mp-7421,KZnAs,"['As', 'K', 'Zn']",3,aflow:4137db87245b8a28,As1K1Zn1,"['As', 'K', 'Zn']",3
mp-12553,PrAl3,"['Al', 'Pr']",2,aflow:80202f2921a9ce3f,Al3Pr1,"['Al', 'Pr']",2
mp-867246,TbGa3,"['Ga', 'Tb']",2,aflow:449c3c3d7624d5e1,Ga3Tb1,"['Ga', 'Tb']",2
mp-13276,SrLiP,"['Li', 'P', 'Sr']",3,aflow:9e558bc257402650,Li1P1Sr1,"['Li', 'P', 'Sr']",3
mp-865527,YAl3,"['Al', 'Y']",2,aflow:b309a907feaea8f9,Al3Y1,"['Al', 'Y']",2
mp-865496,VIr3,"['Ir', 'V']",2,aflow:0f10c1ca4753d48d,Ir3V1,"['Ir', 'V']",2
mp-1682,ZrAs,"['As', 'Zr']",2,aflow:12a3994f64b6856d,As1Zr1,"['As', 'Zr']",2
mp-11345,ZrP,"['P', 'Zr']",2,aflow:7068d67e97f2ca12,P1Zr1,"['P', 'Zr']",2
mp-30842,ZrPd3,"['Pd', 'Zr']",2,aflow:a94cbd0169e5270f,Pd3Zr1,"['Pd', 'Zr']",2
mp-11453,HfPd3,"['Hf', 'Pd']",2,aflow:5605178d68a3050c,Hf1Pd3,"['Hf', 'Pd']",2
mp-11456,HfPt3,"['Hf', 'Pt']",2,aflow:79fbdb28bd68ab29,Hf1Pt3,"['Hf', 'Pt']",2
mp-7955,Li3Sb,"['Li', 'Sb']",2,aflow:03df7938ea1e3872,Li3Sb1,"['Li', 'Sb']",2
mp-10172,Na,['Na'],1,aflow:c3ff1f234732327a,Na1,['Na'],1
mp-139,Sr,['Sr'],1,aflow:4f01f9799983fd51,Sr1,['Sr'],1
mp-113,Tc,['Tc'],1,aflow:6a87de99cc84ce75,Tc1,['Tc'],1
mp-82,Tl,['Tl'],1,aflow:b097c396dc7bb87c,Tl1,['Tl'],1
mp-56,Ba,['Ba'],1,aflow:7b2394cca289b7b1,Ba1,['Ba'],1
mp-132,Ca,['Ca'],1,aflow:da235dae85798482,Ca1,['Ca'],1
mp-11832,Cs,['Cs'],1,aflow:0b0765ce5f98b0d4,Cs1,['Cs'],1
mp-11832,Cs,['Cs'],1,aflow:5acbf212d1783298,Cs1,['Cs'],1
mp-639727,Cs,['Cs'],1,aflow:0b0765ce5f98b0d4,Cs1,['Cs'],1
mp-639727,Cs,['Cs'],1,aflow:5acbf212d1783298,Cs1,['Cs'],1
mp-1184755,K,['K'],1,aflow:3942a1cdbcb67731,K1,['K'],1
mp-1184755,K,['K'],1,aflow:c45fd3cfd9ab3800,K1,['K'],1
mp-604318,K,['K'],1,aflow:3942a1cdbcb67731,K1,['K'],1
mp-604318,K,['K'],1,aflow:c45fd3cfd9ab3800,K1,['K'],1
mp-982370,Na,['Na'],1,aflow:c3ff1f234732327a,Na1,['Na'],1
mp-604321,Rb,['Rb'],1,aflow:a16df87dec15ee9c,Rb1,['Rb'],1
mp-867202,Sr,['Sr'],1,aflow:4f01f9799983fd51,Sr1,['Sr'],1
mp-867351,Tc,['Tc'],1,aflow:6a87de99cc84ce75,Tc1,['Tc'],1
mp-2488,SiOs,"['Os', 'Si']",2,aflow:e1d28089643c20a9,Os1Si1,"['Os', 'Si']",2
mp-7189,AlPd,"['Al', 'Pd']",2,aflow:ec7698ec73c32d7f,Al1Pd1,"['Al', 'Pd']",2
mp-10904,AlPt,"['Al', 'Pt']",2,aflow:54f6d5d6a4038457,Al1Pt1,"['Al', 'Pt']",2
mp-189,SiRu,"['Ru', 'Si']",2,aflow:880c8fef7f3b232b,Ru1Si1,"['Ru', 'Si']",2
mp-542909,Mn,['Mn'],1,aflow:266a4c0484d78664,Mn1,['Mn'],1
mp-568398,CaBiAu,"['Au', 'Bi', 'Ca']",3,aflow:d8658d45b42df8d1,Au1Bi1Ca1,"['Au', 'Bi', 'Ca']",3
mp-4262,BeAlB,"['Al', 'B', 'Be']",3,aflow:7b87669d29858aed,Al1B1Be1,"['Al', 'B', 'Be']",3
mp-422,BeS,"['Be', 'S']",2,aflow:6729a4957d69091a,Be1S1,"['Be', 'S']",2
mp-422,BeS,"['Be', 'S']",2,aflow:c353667ba8b2596c,Be1S1,"['Be', 'S']",2
mp-1541,BeSe,"['Be', 'Se']",2,aflow:213c549ca0805a87,Be1Se1,"['Be', 'Se']",2
mp-1541,BeSe,"['Be', 'Se']",2,aflow:ac6b5aceace8d8aa,Be1Se1,"['Be', 'Se']",2
mp-252,BeTe,"['Be', 'Te']",2,aflow:71f2b452c887d0bd,Be1Te1,"['Be', 'Te']",2
mp-252,BeTe,"['Be', 'Te']",2,aflow:9c841f4bebd25fd6,Be1Te1,"['Be', 'Te']",2
mp-30452,DyNiBi,"['Bi', 'Dy', 'Ni']",3,aflow:67d183a9e1a39d6a,Bi1Dy1Ni1,"['Bi', 'Dy', 'Ni']",3
mp-4510,DyNiSb,"['Dy', 'Ni', 'Sb']",3,aflow:2c6a045b4fb1c8ba,Dy1Ni1Sb1,"['Dy', 'Ni', 'Sb']",3
mp-16327,DySbPt,"['Dy', 'Pt', 'Sb']",3,aflow:3ce2fb5cea681593,Dy1Pt1Sb1,"['Dy', 'Pt', 'Sb']",3
mp-30454,ErBiPt,"['Bi', 'Er', 'Pt']",3,aflow:52835ff38add18b5,Bi1Er1Pt1,"['Bi', 'Er', 'Pt']",3
mp-12008,ErCdCu4,"['Cd', 'Cu', 'Er']",3,aflow:17ccd4fa6df38347,Cd1Cu4Er1,"['Cd', 'Cu', 'Er']",3
mp-21272,ErNiSb,"['Er', 'Ni', 'Sb']",3,aflow:d76ed031097bc0bf,Er1Ni1Sb1,"['Er', 'Ni', 'Sb']",3
mp-11836,ErSbPd,"['Er', 'Pd', 'Sb']",3,aflow:e68e587950e605f1,Er1Pd1Sb1,"['Er', 'Pd', 'Sb']",3
mp-16329,ErSbPt,"['Er', 'Pt', 'Sb']",3,aflow:b406de0f2e1dff0c,Er1Pt1Sb1,"['Er', 'Pt', 'Sb']",3
mp-22913,CuBr,"['Br', 'Cu']",2,aflow:7c4a6c85677fb393,Br1Cu1,"['Br', 'Cu']",2
mp-22913,CuBr,"['Br', 'Cu']",2,aflow:9d9b873ee5316734,Br1Cu1,"['Br', 'Cu']",2
mp-30453,DyBiPt,"['Bi', 'Dy', 'Pt']",3,aflow:99381ab3810479e9,Bi1Dy1Pt1,"['Bi', 'Dy', 'Pt']",3
mp-1018126,GaBi,"['Bi', 'Ga']",2,aflow:9aa3384d3e062bfe,Bi1Ga1,"['Bi', 'Ga']",2
mp-1123,HgS,"['Hg', 'S']",2,aflow:38f66e468b9ba830,Hg1S1,"['Hg', 'S']",2
mp-1123,HgS,"['Hg', 'S']",2,aflow:8ede6eb4a13f2b99,Hg1S1,"['Hg', 'S']",2
mp-2730,HgTe,"['Hg', 'Te']",2,aflow:180a54bb2831d9c4,Hg1Te1,"['Hg', 'Te']",2
mp-2730,HgTe,"['Hg', 'Te']",2,aflow:c2384ec3a6ca5619,Hg1Te1,"['Hg', 'Te']",2
mp-30455,HoBiPt,"['Bi', 'Ho', 'Pt']",3,aflow:4daeb41c79df1c90,Bi1Ho1Pt1,"['Bi', 'Ho', 'Pt']",3
mp-1018139,HoNiBi,"['Bi', 'Ho', 'Ni']",3,aflow:91d77786125113a6,Bi1Ho1Ni1,"['Bi', 'Ho', 'Ni']",3
mp-4174,HoNiSb,"['Ho', 'Ni', 'Sb']",3,aflow:e9f3790e5215f956,Ho1Ni1Sb1,"['Ho', 'Ni', 'Sb']",3
mp-16376,HoSbPt,"['Ho', 'Pt', 'Sb']",3,aflow:29e5ab99c160a919,Ho1Pt1Sb1,"['Ho', 'Pt', 'Sb']",3
mp-1001833,InBi,"['Bi', 'In']",2,aflow:2a186d2b32cb102c,Bi1In1,"['Bi', 'In']",2
mp-20351,InP,"['In', 'P']",2,aflow:18323595c45920d6,In1P1,"['In', 'P']",2
