MP_ID,MP_formula,MP_species,MP_NE,AFLOW_ID,AFLOW_formula,AFLOW_species,AFLOW_NE
mp-1784,CsF,"['Cs', 'F']",2,aflow:ff3e8a3ebb991d74,Cs1F1,"['Cs', 'F']",2
mp-1057286,CsH,"['Cs', 'H']",2,aflow:66d73577b08ad09d,Cs1H1,"['Cs', 'H']",2
mp-1057286,CsH,"['Cs', 'H']",2,aflow:c39a60600679c372,Cs1H1,"['Cs', 'H']",2
mp-581024,CsK2Sb,"['Cs', 'K', 'Sb']",3,aflow:1e79095987894d8e,Cs1K2Sb1,"['Cs', 'K', 'Sb']",3
mp-504731,EuF2,"['Eu', 'F']",2,aflow:c3c3b4f96a8f89d4,Eu1F2,"['Eu', 'F']",2
mp-542583,EuTe,"['Eu', 'Te']",2,aflow:e0a2a056eb854a75,Eu1Te1,"['Eu', 'Te']",2
mp-3464,FeSiRu2,"['Fe', 'Ru', 'Si']",3,aflow:5516c55915dd7282,Fe1Ru2Si1,"['Fe', 'Ru', 'Si']",3
mp-2776,Ga2Au,"['Au', 'Ga']",2,aflow:ad6f64d685ae95e7,Au1Ga2,"['Au', 'Ga']",2
mp-22095,Ga2Pt,"['Ga', 'Pt']",2,aflow:230c711fe243b5af,Ga2Pt1,"['Ga', 'Pt']",2
mp-30551,GaFeCo2,"['Co', 'Fe', 'Ga']",3,aflow:66c24085ff2e8c69,Co2Fe1Ga1,"['Co', 'Fe', 'Ga']",3
mp-510374,GdAs,"['As', 'Gd']",2,aflow:ec99c2c4de2255c2,As1Gd1,"['As', 'Gd']",2
mp-510402,GdS,"['Gd', 'S']",2,aflow:855438e43a9a0d2e,Gd1S1,"['Gd', 'S']",2
mp-510404,GdSe,"['Gd', 'Se']",2,aflow:36f700f79ac36078,Gd1Se1,"['Gd', 'Se']",2
mp-5748,HfAlNi2,"['Al', 'Hf', 'Ni']",3,aflow:c20eee5b3bd9d78c,Al1Hf1Ni2,"['Al', 'Hf', 'Ni']",3
mp-3576,HfGaCo2,"['Co', 'Ga', 'Hf']",3,aflow:70e694f77ce2bdc1,Co2Ga1Hf1,"['Co', 'Ga', 'Hf']",3
mp-600125,HfInCu2,"['Cu', 'Hf', 'In']",3,aflow:e4037d5debb3f095,Cu2Hf1In1,"['Cu', 'Hf', 'In']",3
mp-2828,HfN,"['Hf', 'N']",2,aflow:2ac33a1cfde8ab4b,Hf1N1,"['Hf', 'N']",2
mp-2828,HfN,"['Hf', 'N']",2,aflow:a3ef546736421603,Hf1N1,"['Hf', 'N']",2
mp-295,HoAs,"['As', 'Ho']",2,aflow:15deecb330c335d7,As1Ho1,"['As', 'Ho']",2
mp-22866,HoBi,"['Bi', 'Ho']",2,aflow:7239eb435c5ec897,Bi1Ho1,"['Bi', 'Ho']",2
mp-24152,HoH2,"['H', 'Ho']",2,aflow:b4eb1cc7864a4da6,H2Ho1,"['H', 'Ho']",2
mp-30342,HoInAg2,"['Ag', 'Ho', 'In']",3,aflow:afa6e5dc6e33e138,Ag2Ho1In1,"['Ag', 'Ho', 'In']",3
mp-30586,HoInCu2,"['Cu', 'Ho', 'In']",3,aflow:5e0f55e7c54d3257,Cu2Ho1In1,"['Cu', 'Ho', 'In']",3
mp-883,HoN,"['Ho', 'N']",2,aflow:427343e52e422912,Ho1N1,"['Ho', 'N']",2
mp-744,HoP,"['Ho', 'P']",2,aflow:f19bc59154a5f3fc,Ho1P1,"['Ho', 'P']",2
mp-1240,HoS,"['Ho', 'S']",2,aflow:47edb17dac296aad,Ho1S1,"['Ho', 'S']",2
mp-2050,HoSb,"['Ho', 'Sb']",2,aflow:b841f96236469afc,Ho1Sb1,"['Ho', 'Sb']",2
mp-464,HoSe,"['Ho', 'Se']",2,aflow:39e2230d9b5ece5a,Ho1Se1,"['Ho', 'Se']",2
mp-30731,HoSnPd2,"['Ho', 'Pd', 'Sn']",3,aflow:8383aa70ee692642,Ho1Pd2Sn1,"['Ho', 'Pd', 'Sn']",3
mp-919,HoTe,"['Ho', 'Te']",2,aflow:17798e37f2678015,Ho1Te1,"['Ho', 'Te']",2
mp-22154,In2Au,"['Au', 'In']",2,aflow:0c443f85eacd3890,Au1In2,"['Au', 'In']",2
mp-22682,In2Pt,"['In', 'Pt']",2,aflow:56df4b5282549a79,In2Pt1,"['In', 'Pt']",2
mp-1022,K2S,"['K', 'S']",2,aflow:e4dd36659b848305,K2S1,"['K', 'S']",2
mp-8426,K2Se,"['K', 'Se']",2,aflow:3746bf32a1781888,K2Se1,"['K', 'Se']",2
mp-1747,K2Te,"['K', 'Te']",2,aflow:5a624ba9e35af61b,K2Te1,"['K', 'Te']",2
mp-708,LaAs,"['As', 'La']",2,aflow:9a676bbe152cef9c,As1La1,"['As', 'La']",2
mp-568917,LaInAg2,"['Ag', 'In', 'La']",3,aflow:737af44395bdd9e5,Ag2In1La1,"['Ag', 'In', 'La']",3
mp-256,LaN,"['La', 'N']",2,aflow:7d317ef38e0f8728,La1N1,"['La', 'N']",2
mp-2384,LaP,"['La', 'P']",2,aflow:9d043d56c74364e9,La1P1,"['La', 'P']",2
mp-2350,LaS,"['La', 'S']",2,aflow:03c11dea6b39bb41,La1S1,"['La', 'S']",2
mp-2350,LaS,"['La', 'S']",2,aflow:ba5eb87a4148029c,La1S1,"['La', 'S']",2
mp-1065,LaSb,"['La', 'Sb']",2,aflow:a22a842e9d3d6dd2,La1Sb1,"['La', 'Sb']",2
mp-1560,LaTe,"['La', 'Te']",2,aflow:06699819a26d36e6,La1Te1,"['La', 'Te']",2
mp-1560,LaTe,"['La', 'Te']",2,aflow:3db1c6bb651f859d,La1Te1,"['La', 'Te']",2
mp-12128,Li2MgIn,"['In', 'Li', 'Mg']",3,aflow:dbd517cc423f7034,In1Li2Mg1,"['In', 'Li', 'Mg']",3
mp-1153,Li2S,"['Li', 'S']",2,aflow:23c730c679e041bf,Li2S1,"['Li', 'S']",2
mp-2286,Li2Se,"['Li', 'Se']",2,aflow:01a70da6b0c35513,Li2Se1,"['Li', 'Se']",2
mp-2530,Li2Te,"['Li', 'Te']",2,aflow:f237511d90939265,Li2Te1,"['Li', 'Te']",2
mp-15724,KNa2Sb,"['K', 'Na', 'Sb']",3,aflow:5d6d0cc05e18b116,K1Na2Sb1,"['K', 'Na', 'Sb']",3
mp-24084,KH,"['H', 'K']",2,aflow:c18b48bc9c6f4df9,H1K1,"['H', 'K']",2
mp-11247,Li3Au,"['Au', 'Li']",2,aflow:5891782b644338f2,Au1Li3,"['Au', 'Li']",2
mp-23222,Li3Bi,"['Bi', 'Li']",2,aflow:a347088e4932106b,Bi1Li3,"['Bi', 'Li']",2
mp-9472,LiAg2Ge,"['Ag', 'Ge', 'Li']",3,aflow:0fe4e83557076b65,Ag2Ge1Li1,"['Ag', 'Ge', 'Li']",3
mp-2927,LiAg2Sn,"['Ag', 'Li', 'Sn']",3,aflow:d176291d7c976b5c,Ag2Li1Sn1,"['Ag', 'Li', 'Sn']",3
mp-567097,LiCu2Ge,"['Cu', 'Ge', 'Li']",3,aflow:3cb72890f73b7821,Cu2Ge1Li1,"['Cu', 'Ge', 'Li']",3
mp-13322,LiGeRh2,"['Ge', 'Li', 'Rh']",3,aflow:3eb9b5f8dc58315f,Ge1Li1Rh2,"['Ge', 'Li', 'Rh']",3
mp-31208,LiIn2Ir,"['In', 'Ir', 'Li']",3,aflow:cfcaed811a14588c,In2Ir1Li1,"['In', 'Ir', 'Li']",3
mp-20801,LiIn2Pd,"['In', 'Li', 'Pd']",3,aflow:d18edb1550aa79c9,In2Li1Pd1,"['In', 'Li', 'Pd']",3
mp-13396,LiIn2Rh,"['In', 'Li', 'Rh']",3,aflow:814c94a11ccd5a2a,In2Li1Rh1,"['In', 'Li', 'Rh']",3
mp-567787,LiInAg2,"['Ag', 'In', 'Li']",3,aflow:a19cdea5f11fd86f,Ag2In1Li1,"['Ag', 'In', 'Li']",3
mp-16349,LiNi2Ge,"['Ge', 'Li', 'Ni']",3,aflow:5d9ecf64519f93d7,Ge1Li1Ni2,"['Ge', 'Li', 'Ni']",3
mp-7243,LiSnPd2,"['Li', 'Pd', 'Sn']",3,aflow:f03d3b055bd7c0f8,Li1Pd2Sn1,"['Li', 'Pd', 'Sn']",3
mp-4972,LuInCu2,"['Cu', 'In', 'Lu']",3,aflow:e090cc03d970ae93,Cu2In1Lu1,"['Cu', 'In', 'Lu']",3
mp-23804,Mg2FeH6,"['Fe', 'H', 'Mg']",3,aflow:8aeca263b3732fb3,Fe1H6Mg2,"['Fe', 'H', 'Mg']",3
mp-408,Mg2Ge,"['Ge', 'Mg']",2,aflow:c3369be780358d85,Ge1Mg2,"['Ge', 'Mg']",2
mp-20724,Mg2Pb,"['Mg', 'Pb']",2,aflow:1099c86fed89ce26,Mg2Pb1,"['Mg', 'Pb']",2
mp-973088,MgInAg2,"['Ag', 'In', 'Mg']",3,aflow:83250739661cf4ba,Ag2In1Mg1,"['Ag', 'In', 'Mg']",3
mp-30774,MgNi2Sn,"['Mg', 'Ni', 'Sn']",3,aflow:8dbf2001b9aa573a,Mg1Ni2Sn1,"['Mg', 'Ni', 'Sn']",3
mp-1315,MgS,"['Mg', 'S']",2,aflow:661e554798910f22,Mg1S1,"['Mg', 'S']",2
mp-1315,MgS,"['Mg', 'S']",2,aflow:a46892f0377def6d,Mg1S1,"['Mg', 'S']",2
mp-865027,Mn3Ge,"['Ge', 'Mn']",2,aflow:9d82c12a9f3d8d82,Ge1Mn3,"['Ge', 'Mn']",2
mp-5491,MnAlAu2,"['Al', 'Au', 'Mn']",3,aflow:965af7a3b7f3edc0,Al1Au2Mn1,"['Al', 'Au', 'Mn']",3
mp-4922,MnAlNi2,"['Al', 'Mn', 'Ni']",3,aflow:c282c70d0c61a7c2,Al1Mn1Ni2,"['Al', 'Mn', 'Ni']",3
mp-10894,MnAlRh2,"['Al', 'Mn', 'Rh']",3,aflow:6ebc0063762139e1,Al1Mn1Rh2,"['Al', 'Mn', 'Rh']",3
mp-19850,MnCo2Ge,"['Co', 'Ge', 'Mn']",3,aflow:799112d927e1e790,Co2Ge1Mn1,"['Co', 'Ge', 'Mn']",3
mp-21171,MnGaCo2,"['Co', 'Ga', 'Mn']",3,aflow:0c1fb44885f5bf88,Co2Ga1Mn1,"['Co', 'Ga', 'Mn']",3
mp-2065,MnS,"['Mn', 'S']",2,aflow:42bcb1caacd2e497,Mn1S1,"['Mn', 'S']",2
mp-2065,MnS,"['Mn', 'S']",2,aflow:4bba13075e97f394,Mn1S1,"['Mn', 'S']",2
mp-20481,MnSnPd2,"['Mn', 'Pd', 'Sn']",3,aflow:59ba3fe3ff6e783a,Mn1Pd2Sn1,"['Mn', 'Pd', 'Sn']",3
mp-4990,MnSnRh2,"['Mn', 'Rh', 'Sn']",3,aflow:6cacc67ee04755fc,Mn1Rh2Sn1,"['Mn', 'Rh', 'Sn']",3
mp-648,Na2S,"['Na', 'S']",2,aflow:eceefbe0f5d07d00,Na2S1,"['Na', 'S']",2
mp-1266,Na2Se,"['Na', 'Se']",2,aflow:5477ab0c5a3ac253,Na2Se1,"['Na', 'Se']",2
mp-2784,Na2Te,"['Na', 'Te']",2,aflow:90eddf11eef225fb,Na2Te1,"['Na', 'Te']",2
mp-5077,NaLi2Sb,"['Li', 'Na', 'Sb']",3,aflow:ffd8d4a125d06b15,Li2Na1Sb1,"['Li', 'Na', 'Sb']",3
mp-3640,Nb6Si7Ni16,"['Nb', 'Ni', 'Si']",3,aflow:91d0bb4f802940b0,Nb6Ni16Si7,"['Nb', 'Ni', 'Si']",3
mp-24154,NbH2,"['H', 'Nb']",2,aflow:585337a2c5893256,H2Nb1,"['H', 'Nb']",2
mp-2602,NdAs,"['As', 'Nd']",2,aflow:8ea65c835ef92761,As1Nd1,"['As', 'Nd']",2
mp-23300,NdBi,"['Bi', 'Nd']",2,aflow:ec4dd6314db205a2,Bi1Nd1,"['Bi', 'Nd']",2
mp-2823,NdP,"['Nd', 'P']",2,aflow:bcfaf2bb33aa3677,Nd1P1,"['Nd', 'P']",2
mp-24719,NiH,"['H', 'Ni']",2,aflow:412bf0dc20f54c7b,H1Ni1,"['H', 'Ni']",2
mp-2082,PIr2,"['Ir', 'P']",2,aflow:98b6647c644f91af,Ir2P1,"['Ir', 'P']",2
mp-2732,PRh2,"['P', 'Rh']",2,aflow:4ca2b630d8cbb6dd,P1Rh2,"['P', 'Rh']",2
mp-15694,PaAs,"['As', 'Pa']",2,aflow:93c8fd0c34e5501b,As1Pa1,"['As', 'Pa']",2
mp-567580,PaC,"['C', 'Pa']",2,aflow:fb1cd92584ed214f,C1Pa1,"['C', 'Pa']",2
mp-1009545,PaN,"['N', 'Pa']",2,aflow:94a7e01d9960eb16,N1Pa1,"['N', 'Pa']",2
mp-2364,PaO2,"['O', 'Pa']",2,aflow:613f851a6f86dd5b,O2Pa1,"['O', 'Pa']",2
mp-315,PbF2,"['F', 'Pb']",2,aflow:8bd83352cb002f9c,F2Pb1,"['F', 'Pb']",2
mp-21276,PbS,"['Pb', 'S']",2,aflow:0eba6b16a3d9271f,Pb1S1,"['Pb', 'S']",2
mp-21276,PbS,"['Pb', 'S']",2,aflow:f716dece2bf898a1,Pb1S1,"['Pb', 'S']",2
mp-21276,PbS,"['Pb', 'S']",2,aflow:fa88375bedf272e8,Pb1S1,"['Pb', 'S']",2
mp-2201,PbSe,"['Pb', 'Se']",2,aflow:37d22335d6f94c61,Pb1Se1,"['Pb', 'Se']",2
mp-2201,PbSe,"['Pb', 'Se']",2,aflow:fc52354a1b50ff61,Pb1Se1,"['Pb', 'Se']",2
mp-2532,PrTe,"['Pr', 'Te']",2,aflow:872d5be6bd5ef7c7,Pr1Te1,"['Pr', 'Te']",2
mp-2548,PuAs,"['As', 'Pu']",2,aflow:50d5839c8ba06083,As1Pu1,"['As', 'Pu']",2
mp-2548,PuAs,"['As', 'Pu']",2,aflow:e2d31b24625f4223,As1Pu1,"['As', 'Pu']",2
mp-1719,PuN,"['N', 'Pu']",2,aflow:5952bc520d57d141,N1Pu1,"['N', 'Pu']",2
mp-11327,Rb2Se,"['Rb', 'Se']",2,aflow:bc2372a6d49f86aa,Rb2Se1,"['Rb', 'Se']",2
mp-441,Rb2Te,"['Rb', 'Te']",2,aflow:e7c5c7c5b4f9a113,Rb2Te1,"['Rb', 'Te']",2
mp-11718,RbF,"['F', 'Rb']",2,aflow:2c17cb0ad30f0780,F1Rb1,"['F', 'Rb']",2
mp-11718,RbF,"['F', 'Rb']",2,aflow:94dbdbbca7eb0cb7,F1Rb1,"['F', 'Rb']",2
mp-24721,RbH,"['H', 'Rb']",2,aflow:f7e872c3f33e6b8f,H1Rb1,"['H', 'Rb']",2
mp-31169,ScAlAg2,"['Ag', 'Al', 'Sc']",3,aflow:ab6f8d92be6bad9f,Ag2Al1Sc1,"['Ag', 'Al', 'Sc']",3
mp-2052,ScAs,"['As', 'Sc']",2,aflow:c3a17a59395aa4a7,As1Sc1,"['As', 'Sc']",2
mp-570632,ScBi,"['Bi', 'Sc']",2,aflow:88c83a8148c7f64e,Bi1Sc1,"['Bi', 'Sc']",2
mp-11360,ScGaCu2,"['Cu', 'Ga', 'Sc']",3,aflow:cf2155c717288f48,Cu2Ga1Sc1,"['Cu', 'Ga', 'Sc']",3
mp-30661,ScGaPd2,"['Ga', 'Pd', 'Sc']",3,aflow:004419866f33d7b2,Ga1Pd2Sc1,"['Ga', 'Pd', 'Sc']",3
mp-30347,ScInAg2,"['Ag', 'In', 'Sc']",3,aflow:e680940d09ac6cbb,Ag2In1Sc1,"['Ag', 'In', 'Sc']",3
mp-21301,ScInNi2,"['In', 'Ni', 'Sc']",3,aflow:10153648a10f9068,In1Ni2Sc1,"['In', 'Ni', 'Sc']",3
mp-31339,ScInPd2,"['In', 'Pd', 'Sc']",3,aflow:2dc34d6d0fc3bf2c,In1Pd2Sc1,"['In', 'Pd', 'Sc']",3
mp-20521,ScInPt2,"['In', 'Pt', 'Sc']",3,aflow:4198963c6d7c4357,In1Pt2Sc1,"['In', 'Pt', 'Sc']",3
mp-2857,ScN,"['N', 'Sc']",2,aflow:7d7ed697ff51323e,N1Sc1,"['N', 'Sc']",2
mp-4536,ScNi2Sn,"['Ni', 'Sc', 'Sn']",3,aflow:752c69d9417b7048,Ni2Sc1Sn1,"['Ni', 'Sc', 'Sn']",3
mp-2807,ScP,"['P', 'Sc']",2,aflow:96269a7acab8653a,P1Sc1,"['P', 'Sc']",2
mp-1476,ScS,"['S', 'Sc']",2,aflow:6de070d552770c06,S1Sc1,"['S', 'Sc']",2
mp-1782,ScSe,"['Sc', 'Se']",2,aflow:48d06cd57e3bde76,Sc1Se1,"['Sc', 'Se']",2
mp-2291,Si2Ni,"['Ni', 'Si']",2,aflow:fa067fd045772391,Ni1Si2,"['Ni', 'Si']",2
mp-1087,SrS,"['S', 'Sr']",2,aflow:9b521ccd2e03a6dd,S1Sr1,"['S', 'Sr']",2
mp-1087,SrS,"['S', 'Sr']",2,aflow:fde5530a17dea6e1,S1Sr1,"['S', 'Sr']",2
mp-2758,SrSe,"['Se', 'Sr']",2,aflow:8451928b649b9e7f,Se1Sr1,"['Se', 'Sr']",2
mp-1958,SrTe,"['Sr', 'Te']",2,aflow:866a544848305c9a,Sr1Te1,"['Sr', 'Te']",2
mp-1958,SrTe,"['Sr', 'Te']",2,aflow:cb1f9acfa0aecb58,Sr1Te1,"['Sr', 'Te']",2
mp-30555,TaGaCo2,"['Co', 'Ga', 'Ta']",3,aflow:e3950f9c6f25331e,Co2Ga1Ta1,"['Co', 'Ga', 'Ta']",3
mp-24723,TaH2,"['H', 'Ta']",2,aflow:602f0c87edd34f36,H2Ta1,"['H', 'Ta']",2
mp-2640,TbAs,"['As', 'Tb']",2,aflow:35eb4e1d72958b91,As1Tb1,"['As', 'Tb']",2
mp-22921,TbBi,"['Bi', 'Tb']",2,aflow:1e182d013d03c39f,Bi1Tb1,"['Bi', 'Tb']",2
mp-567210,TbInAu2,"['Au', 'In', 'Tb']",3,aflow:a5b6a4c476ad49ff,Au2In1Tb1,"['Au', 'In', 'Tb']",3
mp-7381,TbMg3,"['Mg', 'Tb']",2,aflow:d89a17f151da8d1f,Mg3Tb1,"['Mg', 'Tb']",2
mp-2117,TbN,"['N', 'Tb']",2,aflow:6ba20edeb60275d9,N1Tb1,"['N', 'Tb']",2
mp-645,TbP,"['P', 'Tb']",2,aflow:9e0f114b1fdd2355,P1Tb1,"['P', 'Tb']",2
mp-1610,TbS,"['S', 'Tb']",2,aflow:0a3f61db91adc40b,S1Tb1,"['S', 'Tb']",2
mp-2724,TbSb,"['Sb', 'Tb']",2,aflow:234233835529eb17,Sb1Tb1,"['Sb', 'Tb']",2
mp-1561,TbSe,"['Se', 'Tb']",2,aflow:125099e83f37f854,Se1Tb1,"['Se', 'Tb']",2
mp-19717,TePb,"['Pb', 'Te']",2,aflow:bb46abee42773b80,Pb1Te1,"['Pb', 'Te']",2
mp-19717,TePb,"['Pb', 'Te']",2,aflow:dcdbde34e53a534d,Pb1Te1,"['Pb', 'Te']",2
mp-1753,ThAs,"['As', 'Th']",2,aflow:74df3b9b6759a28e,As1Th1,"['As', 'Th']",2
mp-1753,ThAs,"['As', 'Th']",2,aflow:aa7739a42d917bcf,As1Th1,"['As', 'Th']",2
mp-1164,ThC,"['C', 'Th']",2,aflow:4e03466d19a9aba3,C1Th1,"['C', 'Th']",2
mp-1093,ThGe,"['Ge', 'Th']",2,aflow:a00160fc5a955500,Ge1Th1,"['Ge', 'Th']",2
mp-622041,ThInAu2,"['Au', 'In', 'Th']",3,aflow:1752b716519862db,Au2In1Th1,"['Au', 'In', 'Th']",3
mp-834,ThN,"['N', 'Th']",2,aflow:5fbd191795ae6aaa,N1Th1,"['N', 'Th']",2
mp-643,ThO2,"['O', 'Th']",2,aflow:1c78bb7df13625db,O2Th1,"['O', 'Th']",2
mp-931,ThP,"['P', 'Th']",2,aflow:8a69ea34def2d194,P1Th1,"['P', 'Th']",2
mp-503,ThS,"['S', 'Th']",2,aflow:c1de3a48addb6e86,S1Th1,"['S', 'Th']",2
mp-1751,ThSb,"['Sb', 'Th']",2,aflow:20cd22d9d9abd84e,Sb1Th1,"['Sb', 'Th']",2
mp-1751,ThSb,"['Sb', 'Th']",2,aflow:fead581553bff06e,Sb1Th1,"['Sb', 'Th']",2
mp-2183,ThSe,"['Se', 'Th']",2,aflow:9edb425107166776,Se1Th1,"['Se', 'Th']",2
mp-571126,Ti2BRh6,"['B', 'Rh', 'Ti']",3,aflow:8af29b635e51b3f7,B1Rh6Ti2,"['B', 'Rh', 'Ti']",3
mp-23209,SrCl2,"['Cl', 'Sr']",2,aflow:bea65ca25419a241,Cl2Sr1,"['Cl', 'Sr']",2
mp-866375,TiFe2Ge,"['Fe', 'Ge', 'Ti']",3,aflow:cd5e871a1c5af012,Fe2Ge1Ti1,"['Fe', 'Ge', 'Ti']",3
mp-22725,TiInCu2,"['Cu', 'In', 'Ti']",3,aflow:2670645cbe129c86,Cu2In1Ti1,"['Cu', 'In', 'Ti']",3
mp-492,TiN,"['N', 'Ti']",2,aflow:6cbb3552b5a8b20a,N1Ti1,"['N', 'Ti']",2
mp-571102,TlI,"['I', 'Tl']",2,aflow:3128a4b9547d3c3d,I1Tl1,"['I', 'Tl']",2
mp-571102,TlI,"['I', 'Tl']",2,aflow:7131de623c28cebc,I1Tl1,"['I', 'Tl']",2
mp-933,YAs,"['As', 'Y']",2,aflow:2b8d1079f7096770,As1Y1,"['As', 'Y']",2
mp-23241,YBi,"['Bi', 'Y']",2,aflow:c526fe4983dfcffa,Bi1Y1,"['Bi', 'Y']",2
mp-24650,YH2,"['H', 'Y']",2,aflow:6c75f60af7364972,H2Y1,"['H', 'Y']",2
mp-22493,YInAu2,"['Au', 'In', 'Y']",3,aflow:ea83ff99ce49e301,Au2In1Y1,"['Au', 'In', 'Y']",3
mp-2114,YN,"['N', 'Y']",2,aflow:63e256b4afba7919,N1Y1,"['N', 'Y']",2
mp-2114,YN,"['N', 'Y']",2,aflow:b0fc3de4383a8be6,N1Y1,"['N', 'Y']",2
mp-994,YP,"['P', 'Y']",2,aflow:916e0611d77b56f6,P1Y1,"['P', 'Y']",2
mp-1534,YS,"['S', 'Y']",2,aflow:f5e210fbc72a9837,S1Y1,"['S', 'Y']",2
mp-2637,YSe,"['Se', 'Y']",2,aflow:6675449ac1e1c290,Se1Y1,"['Se', 'Y']",2
mp-22319,UB12,"['B', 'U']",2,aflow:b4c17e51ae055188,B12U1,"['B', 'U']",2
mp-1776,UN2,"['N', 'U']",2,aflow:6ff5ead0224a7725,N2U1,"['N', 'U']",2
mp-2011,UP,"['P', 'U']",2,aflow:6662f1dc461916ad,P1U1,"['P', 'U']",2
mp-21883,VGaFe2,"['Fe', 'Ga', 'V']",3,aflow:1346268dae1d4e13,Fe2Ga1V1,"['Fe', 'Ga', 'V']",3
mp-570899,YbNi2Sn,"['Ni', 'Sn', 'Yb']",3,aflow:7b7c072ca150e580,Ni2Sn1Yb1,"['Ni', 'Sn', 'Yb']",3
mp-1820,YbS,"['S', 'Yb']",2,aflow:2a776b7905136491,S1Yb1,"['S', 'Yb']",2
mp-1779,YbTe,"['Te', 'Yb']",2,aflow:cbe40e42e756b9e5,Te1Yb1,"['Te', 'Yb']",2
mp-31171,Zn2AgAu,"['Ag', 'Au', 'Zn']",3,aflow:1304e00dd260415a,Ag1Au1Zn2,"['Ag', 'Au', 'Zn']",3
mp-2795,ZrC,"['C', 'Zr']",2,aflow:05e1e26d2863644d,C1Zr1,"['C', 'Zr']",2
mp-2795,ZrC,"['C', 'Zr']",2,aflow:b652e182b2677f30,C1Zr1,"['C', 'Zr']",2
mp-11293,ZrCdCu2,"['Cd', 'Cu', 'Zr']",3,aflow:b73bfee99124e275,Cd1Cu2Zr1,"['Cd', 'Cu', 'Zr']",3
mp-22503,ZrCo2Sn,"['Co', 'Sn', 'Zr']",3,aflow:c678ea2fec2066ee,Co2Sn1Zr1,"['Co', 'Sn', 'Zr']",3
mp-623134,ZrInCu2,"['Cu', 'In', 'Zr']",3,aflow:9e3577fb21874572,Cu2In1Zr1,"['Cu', 'In', 'Zr']",3
mp-20744,ZrInNi2,"['In', 'Ni', 'Zr']",3,aflow:e877f641919ada5e,In1Ni2Zr1,"['In', 'Ni', 'Zr']",3
mp-1352,ZrN,"['N', 'Zr']",2,aflow:b20c8ae03dde80bb,N1Zr1,"['N', 'Zr']",2
mp-1352,ZrN,"['N', 'Zr']",2,aflow:cdfdcf7fda69670c,N1Zr1,"['N', 'Zr']",2
mp-1352,ZrN,"['N', 'Zr']",2,aflow:cfad5bdff5d83557,N1Zr1,"['N', 'Zr']",2
mp-1352,ZrN,"['N', 'Zr']",2,aflow:e917b3e6c78be74b,N1Zr1,"['N', 'Zr']",2
mp-11366,ZrZnCu2,"['Cu', 'Zn', 'Zr']",3,aflow:0e1ce6e7356b1d0b,Cu2Zn1Zr1,"['Cu', 'Zn', 'Zr']",3
mp-23231,AgBr,"['Ag', 'Br']",2,aflow:acc935168652beb5,Ag1Br1,"['Ag', 'Br']",2
mp-2647,Al2Au,"['Al', 'Au']",2,aflow:1054a8325a9e105f,Al2Au1,"['Al', 'Au']",2
mp-1502,Al2Pt,"['Al', 'Pt']",2,aflow:8360370e565093d1,Al2Pt1,"['Al', 'Pt']",2
mp-5778,AlVFe2,"['Al', 'Fe', 'V']",3,aflow:7f1780b1dbf49454,Al1Fe2V1,"['Al', 'Fe', 'V']",3
mp-1029,BaF2,"['Ba', 'F']",2,aflow:c0f032a787b91baf,Ba1F2,"['Ba', 'F']",2
mp-1342,BaO,"['Ba', 'O']",2,aflow:ca2b185ba242da1e,Ba1O1,"['Ba', 'O']",2
mp-1500,BaS,"['Ba', 'S']",2,aflow:549edbf033109acf,Ba1S1,"['Ba', 'S']",2
mp-45,Ca,['Ca'],1,aflow:da235dae85798482,Ca1,['Ca'],1
mp-2741,CaF2,"['Ca', 'F']",2,aflow:3215930607bd4762,Ca1F2,"['Ca', 'F']",2
mp-2741,CaF2,"['Ca', 'F']",2,aflow:6a63c942f2a41c09,Ca1F2,"['Ca', 'F']",2
mp-2605,CaO,"['Ca', 'O']",2,aflow:9bc8de62e0d0e0ea,Ca1O1,"['Ca', 'O']",2
mp-2379,CoSi2,"['Co', 'Si']",2,aflow:192166aa1a44ba49,Co1Si2,"['Co', 'Si']",2
mp-614603,CsI,"['Cs', 'I']",2,aflow:3cfd4805f7728ac7,Cs1I1,"['Cs', 'I']",2
mp-614603,CsI,"['Cs', 'I']",2,aflow:e0fc6d7a170c6558,Cs1I1,"['Cs', 'I']",2
mp-12608,CuPt7,"['Cu', 'Pt']",2,aflow:52e2ca0d6eb63c1d,Cu1Pt7,"['Cu', 'Pt']",2
mp-30595,CuSnRh2,"['Cu', 'Rh', 'Sn']",3,aflow:ce4acf66f2425d3e,Cu1Rh2Sn1,"['Cu', 'Rh', 'Sn']",3
mp-10887,HfAlCu2,"['Al', 'Cu', 'Hf']",3,aflow:b35052e7872de0d1,Al1Cu2Hf1,"['Al', 'Cu', 'Hf']",3
mp-16501,HfAlPd2,"['Al', 'Hf', 'Pd']",3,aflow:c7e4f6937e0696c1,Al1Hf1Pd2,"['Al', 'Hf', 'Pd']",3
mp-21075,HfC,"['C', 'Hf']",2,aflow:29c35aa38b84cf85,C1Hf1,"['C', 'Hf']",2
mp-21075,HfC,"['C', 'Hf']",2,aflow:b47a366c761301a7,C1Hf1,"['C', 'Hf']",2
mp-20730,HfCo2Sn,"['Co', 'Hf', 'Sn']",3,aflow:be0f30005c2762fb,Co2Hf1Sn1,"['Co', 'Hf', 'Sn']",3
mp-971,K2O,"['K', 'O']",2,aflow:02918067ce677bf4,K2O1,"['K', 'O']",2
